wid,age,country,gender,marital,parenthood,predicted_category
2035,23,USA,m,single,n,achievement
223,28,IND,m,married,y,affection
208,45,USA,f,single,n,achievement
1237,29,USA,m,married,n,affection
454,30,USA,m,single,n,achievement
1784,45,IND,f,single,n,affection
1401,21,USA,m,single,n,bonding
6077,33,USA,f,single,y,affection
41,26,SRB,m,single,n,achievement
850,24,USA,m,single,n,achievement
83,30,USA,m,single,n,affection
10940,24,USA,m,single,n,bonding
499,46,USA,m,single,n,affection
8253,32,USA,m,single,n,enjoy_the_moment
555,30,IND,m,married,y,enjoy_the_moment
199,31,USA,f,single,n,bonding
23,27,IND,m,single,n,affection
119,47,IND,m,married,y,affection
261,25,IND,f,married,y,bonding
76,29,IND,m,married,y,achievement
606,28,IND,m,married,y,affection
777,31,VNM,m,single,n,achievement
12538,25,USA,f,single,n,affection
8086,32,GBR,m,divorced,y,bonding
5130,32,USA,m,married,y,affection
13691,37,USA,m,single,n,affection
283,38,USA,f,married,y,nature
676,35,USA,m,single,n,affection
6434,25,USA,m,married,n,achievement
5277,19,USA,f,single,n,affection
796,20,IND,m,single,y,bonding
5,29,USA,m,married,y,affection
481,49,IND,m,married,y,affection
1055,29,USA,f,single,n,affection
436,30,CAN,f,married,y,affection
3836,36,USA,f,married,n,affection
10985,25,USA,f,single,n,achievement
39,36,IND,m,married,y,affection
679,29,USA,m,married,y,achievement
655,24,USA,m,single,n,enjoy_the_moment
172,27,IND,m,married,n,leisure
5415,28,USA,f,single,n,enjoy_the_moment
12939,37,USA,f,married,n,achievement
191,28,IND,f,married,n,leisure
216,27,IND,m,married,n,leisure
399,27,IND,m,single,n,leisure
605,28,IND,m,married,y,achievement
8490,34,USA,f,married,y,affection
3627,37,USA,f,single,n,affection
187,25,IND,m,single,n,exercise
791,36,USA,m,divorced,y,achievement
222,26,IND,f,single,n,leisure
342,32,USA,f,single,n,enjoy_the_moment
892,28,USA,f,married,y,affection
192,28,IND,m,married,y,leisure
1269,24,USA,m,single,n,affection
2422,33,USA,m,single,n,bonding
182,28,IND,m,married,n,leisure
155,28,IND,f,married,n,leisure
1278,25,USA,m,married,n,achievement
401,41,USA,m,single,n,achievement
691,20,USA,m,single,n,bonding
9214,27,USA,m,married,n,achievement
710,34,USA,m,married,y,affection
149,45,IND,m,married,y,achievement
3591,37,USA,m,married,y,achievement
467,54,USA,f,single,n,achievement
3064,27,IND,f,married,n,achievement
365,30,USA,m,married,y,affection
298,26,USA,f,single,n,achievement
604,26,USA,m,married,y,affection
95,37,USA,m,married,y,affection
267,29,USA,m,married,n,bonding
3767,19,USA,m,single,n,affection
466,32,IND,m,married,y,affection
116,27,IND,f,single,n,leisure
757,25,IND,m,single,n,leisure
1299,19,USA,m,single,n,leisure
178,38,USA,m,married,y,leisure
164,27,IND,m,married,n,leisure
13503,26,USA,f,single,n,affection
1088,26,IND,m,single,n,achievement
539,20,IND,f,single,n,affection
376,23,CAN,f,single,n,achievement
2,29,IND,m,married,y,affection
1123,25,IND,m,single,n,achievement
1005,27,USA,f,single,n,leisure
6177,31,USA,m,single,n,achievement
1030,22,IND,m,single,n,enjoy_the_moment
25,32,IND,m,married,y,bonding
3388,36,USA,m,single,n,achievement
409,30,IND,f,married,y,leisure
1312,23,IND,m,single,n,enjoy_the_moment
1110,21,CAN,m,single,n,bonding
35,26,IND,m,single,n,bonding
218,34,IND,f,married,y,enjoy_the_moment
490,19,IND,f,single,n,achievement
2042,54,USA,f,married,y,achievement
125,39,USA,o,married,y,affection
868,24,IND,m,married,y,leisure
1378,52,IND,m,single,n,affection
573,25,USA,m,single,n,achievement
1273,39,USA,m,married,y,achievement
1373,24,IND,f,single,n,affection
312,44,USA,m,married,y,affection
287,35,USA,m,single,y,bonding
571,31,USA,f,single,n,achievement
6237,45,USA,f,married,y,achievement
898,41,USA,f,single,y,achievement
854,29,USA,f,single,n,bonding
941,23,IND,m,single,n,affection
1140,22,IND,m,single,n,bonding
12797,25,USA,f,single,n,achievement
1271,33,USA,m,single,n,leisure
1013,22,USA,m,single,n,bonding
933,31,USA,m,single,n,exercise
228,24,IND,m,single,n,affection
1032,25,IND,m,single,n,bonding
1108,35,CAN,m,married,y,achievement
257,27,IND,f,single,n,affection
9465,29,USA,m,single,n,achievement
1548,30,USA,m,single,n,enjoy_the_moment
6,35,IND,m,married,y,enjoy_the_moment
2988,35,USA,f,married,y,affection
12351,31,USA,m,married,n,affection
266,32,IND,f,married,y,affection
12182,33,USA,m,married,y,affection
1399,27,USA,f,single,n,bonding
3852,29,USA,f,separated,y,affection
8581,46,USA,m,married,y,achievement
1001,30,USA,m,single,n,affection
1132,33,USA,m,married,y,achievement
851,41,IND,m,married,y,enjoy_the_moment
359,40,USA,f,married,y,affection
1074,40,IND,m,married,y,enjoy_the_moment
5010,28,USA,f,married,y,affection
1358,31,USA,m,single,n,leisure
1610,18,PHL,m,single,n,achievement
10341,35,USA,f,married,n,leisure
948,40,USA,m,single,n,enjoy_the_moment
2071,22,USA,m,single,n,affection
553,32,IND,m,married,y,achievement
643,31,USA,m,married,y,bonding
3853,24,USA,f,single,n,achievement
13,45,IND,m,married,y,achievement
1561,24,IND,f,single,n,affection
891,23,USA,f,single,n,bonding
439,22,IND,m,single,n,achievement
357,26,USA,m,married,n,achievement
1255,27,USA,m,single,n,achievement
74,27,IND,f,married,y,enjoy_the_moment
3601,54,USA,f,single,n,affection
81,30,IND,m,single,y,leisure
2380,22,USA,m,single,n,bonding
705,19,USA,m,single,n,achievement
2088,32,USA,m,married,n,achievement
110,25,IND,m,single,y,bonding
410,29,USA,f,single,n,leisure
982,35,USA,f,married,y,achievement
11295,28,GBR,m,single,n,achievement
615,31,IND,m,married,y,affection
635,28,USA,f,single,n,affection
26,31,IND,f,married,y,affection
70,28,IND,f,married,y,affection
13629,32,USA,m,single,n,achievement
71,26,IND,m,single,y,achievement
11345,31,USA,m,single,n,affection
96,28,IND,f,married,y,achievement
12662,23,USA,f,single,n,affection
1530,25,IND,f,single,n,leisure
50,30,IND,m,single,y,achievement
136,30,IND,m,married,y,leisure
14,25,IND,m,married,y,bonding
448,27,IND,f,married,y,achievement
11175,28,USA,f,married,y,achievement
455,29,IND,m,married,y,affection
4391,29,IND,m,married,n,achievement
132,30,IND,f,married,y,enjoy_the_moment
12574,36,USA,f,married,y,enjoy_the_moment
524,42,USA,m,married,y,affection
8633,27,USA,m,single,n,affection
435,27,IND,m,single,n,achievement
1657,22,USA,m,single,n,achievement
484,44,USA,f,divorced,y,bonding
4055,22,USA,f,single,n,affection
507,34,IND,m,single,n,affection
1199,26,IND,f,married,y,enjoy_the_moment
2054,40,USA,m,single,n,enjoy_the_moment
13263,21,USA,m,single,n,bonding
13560,22,USA,m,single,n,achievement
420,38,IND,f,married,y,affection
142,55,IND,m,married,y,enjoy_the_moment
1842,32,USA,m,single,n,achievement
4261,30,USA,m,married,n,achievement
1057,27,IND,m,married,y,affection
1953,44,USA,m,married,n,enjoy_the_moment
55,26,IND,m,married,y,affection
486,34,USA,m,married,y,achievement
69,23,USA,m,married,y,enjoy_the_moment
919,26,USA,m,single,n,bonding
1993,29,USA,m,single,n,achievement
446,40,IND,m,married,y,achievement
581,26,USA,f,single,n,achievement
748,27,USA,f,single,n,affection
4387,33,IND,m,married,y,affection
9654,30,USA,f,single,n,achievement
236,24,IND,f,single,n,affection
627,30,USA,m,married,n,enjoy_the_moment
1336,27,USA,m,single,n,achievement
268,32,IND,f,married,y,achievement
3159,23,USA,f,single,n,achievement
569,24,IND,m,married,y,leisure
10354,28,IND,m,married,n,achievement
1641,30,IND,f,married,y,enjoy_the_moment
843,33,IND,f,married,y,affection
971,34,USA,f,single,y,achievement
53,32,USA,m,married,y,enjoy_the_moment
4536,46,USA,f,divorced,y,bonding
188,26,IND,m,married,y,bonding
40,28,IND,m,single,n,enjoy_the_moment
535,22,IND,f,single,n,affection
1139,19,USA,m,single,n,enjoy_the_moment
749,23,IND,m,single,n,bonding
818,34,IND,m,married,y,affection
1124,21,IND,f,single,n,bonding
694,33,IND,m,married,y,achievement
734,32,IND,f,married,y,achievement
206,28,DNK,f,married,n,affection
758,34,IND,m,married,y,achievement
1173,20,IND,f,married,n,affection
963,32,IND,f,married,y,leisure
780,26,IND,m,single,n,bonding
716,31,IND,f,married,y,affection
135,23,CAN,m,single,n,achievement
1023,30,IND,m,single,n,affection
4485,43,IND,f,married,y,affection
4468,29,USA,m,married,n,achievement
821,26,IND,m,single,n,bonding
13592,28,USA,m,single,n,bonding
32,45,IND,f,married,y,affection
138,30,IND,m,married,y,achievement
1806,31,IND,m,single,n,enjoy_the_moment
400,26,IND,m,single,n,enjoy_the_moment
5265,26,USA,f,single,n,achievement
13116,39,IND,f,married,y,achievement
215,26,IND,m,married,n,affection
10383,28,IND,m,married,n,affection
954,30,IND,m,married,n,affection
3650,39,USA,f,married,y,affection
723,32,MDA,m,single,n,bonding
2050,42,IND,m,married,y,achievement
856,29,IND,f,married,y,affection
433,26,USA,m,single,n,leisure
27,28,USA,m,married,y,achievement
12,25,USA,f,single,n,achievement
19,29,USA,m,married,n,achievement
904,25,IND,m,married,y,bonding
739,24,IND,f,single,n,bonding
5068,54,USA,f,married,n,affection
217,44,USA,f,single,y,affection
3576,22,USA,f,single,n,achievement
61,29,IND,m,single,n,achievement
1567,25,USA,m,married,n,achievement
2475,27,IND,f,married,n,affection
1070,30,USA,m,married,y,achievement
595,35,IND,f,married,y,affection
9988,27,IND,f,married,y,affection
78,28,USA,f,married,y,affection
412,25,IND,f,married,y,enjoy_the_moment
2625,23,IND,f,single,n,bonding
538,24,IND,f,married,y,affection
157,33,IND,m,married,n,affection
418,36,USA,m,married,n,affection
1298,46,USA,m,single,n,achievement
887,35,USA,m,single,n,leisure
3243,23,USA,m,single,n,affection
194,26,USA,f,single,n,achievement
101,29,IND,m,married,y,leisure
21,29,IND,m,single,y,achievement
672,22,USA,f,single,n,affection
483,25,IND,f,married,y,affection
146,25,IND,m,single,n,achievement
1379,21,USA,m,single,n,achievement
1351,24,USA,m,single,n,affection
464,25,USA,m,single,n,achievement
469,32,IND,m,married,y,affection
790,28,IND,f,married,y,achievement
373,26,USA,f,single,n,affection
1714,31,NGA,m,married,n,affection
145,29,USA,f,single,n,affection
4178,24,IND,m,single,n,affection
872,32,USA,f,single,n,achievement
897,31,USA,f,single,n,affection
89,36,USA,f,single,n,achievement
952,27,IND,f,single,n,affection
72,25,BGR,m,single,y,achievement
221,31,IND,m,married,y,affection
847,23,USA,m,single,n,affection
285,43,USA,m,single,n,affection
421,48,USA,m,married,n,leisure
3063,25,IND,m,single,n,achievement
450,39,USA,m,married,n,achievement
789,42,USA,m,single,n,affection
1481,24,IND,f,single,n,affection
2234,25,IND,m,single,n,leisure
106,44,USA,f,married,y,achievement
232,26,IND,f,married,y,affection
3687,22,IND,m,single,n,achievement
2068,44,USA,f,divorced,y,achievement
808,25,USA,m,single,n,achievement
2511,24,IND,m,married,n,achievement
114,34,USA,m,married,y,enjoy_the_moment
1130,25,IND,m,single,n,affection
341,29,IND,f,married,y,affection
8607,31,MYS,m,married,y,leisure
513,41,USA,m,married,y,achievement
515,34,USA,m,married,y,leisure
153,55,USA,f,married,y,achievement
9057,43,USA,f,married,y,affection
1037,23,PHL,m,single,n,achievement
824,26,IND,f,married,n,affection
1789,25,IND,f,married,y,affection
965,21,IND,f,single,n,affection
289,31,IND,m,single,n,achievement
642,30,IND,m,married,y,enjoy_the_moment
11487,20,IND,m,single,n,achievement
2812,30,IND,f,married,y,affection
907,35,IND,m,married,y,enjoy_the_moment
531,29,USA,m,married,n,achievement
52,29,IND,m,married,y,enjoy_the_moment
60,29,USA,m,single,n,enjoy_the_moment
301,41,USA,f,married,y,achievement
2026,35,USA,m,divorced,y,affection
501,33,USA,m,widowed,y,affection
339,32,USA,m,single,n,affection
5110,51,USA,f,married,y,affection
995,30,USA,f,married,y,affection
468,40,USA,m,married,y,nature
1267,40,USA,m,single,n,achievement
542,52,USA,f,married,y,leisure
151,28,USA,m,single,n,achievement
500,24,USA,f,single,n,achievement
10853,42,USA,m,married,y,achievement
343,38,USA,m,married,y,leisure
259,30,IND,m,single,n,achievement
822,31,USA,m,married,n,affection
2558,30,USA,m,married,n,achievement
3471,18,USA,m,single,n,affection
201,34,IND,m,married,y,achievement
29,44,USA,m,single,n,achievement
874,36,USA,f,married,y,affection
527,35,USA,f,married,y,achievement
762,38,USA,m,separated,n,leisure
384,38,USA,f,single,n,achievement
587,31,USA,f,married,y,affection
1439,35,USA,f,single,n,achievement
107,37,USA,m,single,y,achievement
807,22,ALB,m,single,n,affection
8195,40,USA,m,married,y,affection
1202,37,USA,f,married,y,achievement
580,28,IND,m,married,y,affection
1316,29,USA,f,married,y,enjoy_the_moment
158,30,IND,m,single,n,achievement
5164,42,USA,f,married,y,affection
2150,33,USA,f,single,y,affection
3910,55,USA,f,married,y,enjoy_the_moment
1043,26,IND,m,single,n,enjoy_the_moment
94,28,USA,m,single,n,achievement
476,25,IND,m,single,n,affection
1647,38,USA,f,married,n,achievement
2476,24,IND,m,married,n,affection
1100,51,USA,f,married,n,achievement
826,27,USA,f,single,y,affection
1783,26,USA,m,single,n,bonding
1320,36,USA,f,single,n,achievement
5835,47,IND,f,widowed,y,enjoy_the_moment
1392,36,COL,m,single,n,leisure
3724,30,USA,f,married,y,achievement
1931,20,USA,f,single,n,affection
493,39,USA,m,married,y,affection
5267,31,USA,f,married,n,achievement
2064,39,USA,m,divorced,y,affection
957,32,USA,m,single,y,achievement
2156,44,USA,f,divorced,y,achievement
993,30,USA,f,married,y,enjoy_the_moment
2999,29,USA,f,married,y,affection
470,33,USA,f,married,y,leisure
5101,29,USA,m,married,y,achievement
299,25,IND,m,married,y,affection
431,29,USA,m,single,n,affection
690,29,USA,f,single,n,achievement
1865,22,USA,f,separated,y,affection
1387,30,USA,m,married,y,affection
3287,35,USA,m,married,n,bonding
1366,28,USA,f,married,y,affection
508,35,USA,f,married,y,achievement
124,28,USA,m,single,n,achievement
333,27,USA,m,single,n,bonding
5418,28,USA,m,single,n,affection
920,25,USA,m,married,n,nature
4751,23,USA,f,single,n,achievement
562,29,USA,f,married,n,affection
323,29,USA,m,married,n,achievement
658,28,USA,m,single,n,achievement
1700,28,USA,m,married,n,exercise
272,28,USA,f,single,y,achievement
1154,46,USA,f,single,n,achievement
754,50,USA,f,single,n,achievement
1155,32,USA,f,married,n,achievement
281,25,USA,m,single,n,affection
688,26,USA,f,divorced,n,bonding
599,43,USA,f,married,y,affection
414,29,USA,m,single,n,leisure
160,37,USA,m,married,y,achievement
733,25,USA,f,married,n,enjoy_the_moment
1846,29,USA,f,married,n,enjoy_the_moment
2633,28,USA,f,single,n,affection
593,48,USA,f,married,y,affection
253,32,USA,m,single,n,bonding
209,28,USA,m,single,n,bonding
204,30,USA,f,single,n,affection
1167,23,USA,m,single,n,achievement
815,24,USA,m,single,n,affection
3971,31,USA,m,single,n,achievement
1341,34,USA,m,single,n,bonding
103,26,USA,f,single,y,achievement
5303,33,USA,f,married,y,achievement
1116,36,USA,m,married,y,affection
67,44,USA,m,married,y,affection
183,30,MKD,m,single,n,bonding
3224,21,USA,m,single,n,achievement
64,48,USA,f,married,y,enjoy_the_moment
10343,55,USA,m,married,n,affection
262,26,USA,f,single,n,bonding
366,34,USA,f,married,y,affection
260,32,USA,m,married,y,achievement
141,35,USA,m,single,n,affection
320,39,USA,m,single,n,bonding
118,34,USA,f,single,n,bonding
198,38,USA,f,divorced,y,bonding
12109,34,USA,m,single,n,achievement
300,33,USA,m,married,y,affection
112,48,USA,f,married,y,affection
1003,26,USA,m,married,n,achievement
857,27,USA,f,single,n,leisure
548,26,USA,f,single,n,achievement
5014,32,USA,m,divorced,y,leisure
424,30,USA,o,married,y,affection
1000,31,USA,f,married,n,achievement
415,23,USA,m,single,n,enjoy_the_moment
171,31,USA,m,married,n,achievement
1035,31,USA,m,married,n,affection
1485,30,USA,f,single,y,affection
154,32,USA,f,married,n,achievement
584,39,USA,f,married,y,affection
537,24,USA,m,single,n,exercise
890,43,USA,f,married,y,affection
4582,31,USA,f,married,y,achievement
12562,37,USA,f,married,y,affection
1905,33,USA,f,married,y,affection
254,29,USA,m,single,n,achievement
565,29,USA,f,single,n,affection
99,38,USA,m,single,n,leisure
4169,31,USA,m,married,n,affection
8172,26,USA,m,married,n,affection
744,29,USA,m,married,y,affection
1091,23,USA,f,single,n,enjoy_the_moment
7516,30,USA,f,married,y,affection
652,34,USA,m,single,n,affection
10522,25,USA,f,married,n,affection
956,28,USA,m,single,n,affection
1792,32,IND,m,married,y,affection
9545,28,USA,m,married,n,affection
80,23,USA,o,single,n,affection
45,23,IND,m,single,n,achievement
413,29,USA,m,married,y,achievement
2320,25,USA,f,single,n,affection
9401,25,USA,m,single,n,nature
1454,35,USA,m,single,n,bonding
771,20,USA,m,single,n,leisure
795,36,USA,f,married,n,bonding
736,28,USA,m,married,y,affection
1881,25,USA,m,single,n,enjoy_the_moment
265,37,USA,f,married,y,achievement
1738,28,USA,f,married,y,affection
177,25,USA,m,single,n,achievement
394,24,USA,m,single,n,nature
793,35,USA,f,divorced,y,affection
1101,26,USA,f,single,n,bonding
6219,28,CAN,f,married,y,affection
536,34,USA,f,married,y,affection
12993,28,USA,f,married,y,bonding
434,36,USA,f,single,n,enjoy_the_moment
2585,28,USA,f,married,n,enjoy_the_moment
1138,40,USA,f,married,y,affection
698,35,IND,m,married,y,affection
2986,42,USA,m,married,y,affection
11170,23,IND,m,single,n,enjoy_the_moment
3603,28,USA,m,single,n,affection
2918,19,USA,m,single,n,bonding
10034,33,USA,f,divorced,y,affection
613,32,IND,f,married,y,achievement
2617,27,USA,m,married,n,enjoy_the_moment
392,49,USA,f,married,y,affection
10927,39,USA,f,married,y,affection
11872,37,USA,m,married,y,affection
840,38,USA,f,divorced,y,exercise
745,28,USA,m,married,y,leisure
2371,47,USA,m,married,n,affection
506,40,USA,m,married,y,leisure
2377,21,SRB,m,single,n,achievement
4019,19,USA,m,single,n,achievement
670,36,USA,f,married,y,affection
15,27,USA,m,married,y,achievement
43,36,USA,m,married,y,enjoy_the_moment
901,30,IND,m,married,n,affection
792,28,USA,f,single,n,bonding
638,31,USA,m,married,n,achievement
137,28,USA,m,divorced,n,bonding
210,26,USA,m,single,n,leisure
127,21,USA,m,single,n,enjoy_the_moment
712,28,IND,m,single,n,affection
93,35,USA,m,single,y,affection
230,34,USA,m,single,n,achievement
3364,34,USA,f,single,n,affection
277,31,USA,m,single,n,leisure
4686,32,BRA,m,single,n,achievement
9371,31,USA,f,single,y,affection
1762,32,USA,m,single,n,bonding
1125,34,USA,m,single,n,achievement
942,32,USA,m,married,y,affection
9742,25,IND,m,single,n,achievement
1484,37,USA,f,single,n,bonding
1686,21,USA,m,single,n,achievement
1031,23,USA,f,divorced,y,affection
246,29,USA,m,divorced,n,achievement
718,32,USA,m,single,n,enjoy_the_moment
729,31,USA,m,married,y,affection
4808,43,USA,f,married,y,affection
1618,41,USA,m,married,y,enjoy_the_moment
8572,35,USA,f,married,y,affection
702,29,USA,m,married,n,affection
3904,26,USA,m,single,n,achievement
6516,30,USA,f,single,y,achievement
9459,35,USA,m,single,n,achievement
2591,30,USA,f,married,y,affection
870,33,USA,m,single,n,achievement
327,37,USA,f,separated,y,achievement
58,38,USA,m,married,n,enjoy_the_moment
22,32,USA,m,single,n,leisure
1800,25,USA,f,married,n,achievement
1019,33,USA,m,married,n,achievement
66,41,USA,f,single,n,achievement
1186,31,USA,m,married,y,affection
148,40,USA,f,married,y,achievement
4780,23,USA,m,single,n,exercise
1256,31,USA,m,single,y,achievement
1114,33,USA,m,married,n,affection
11296,27,USA,m,single,n,achievement
197,24,USA,m,single,n,affection
10374,55,USA,m,married,y,affection
2927,34,USA,f,married,n,enjoy_the_moment
2244,33,IND,m,married,y,achievement
10223,25,USA,m,single,n,affection
13344,23,USA,f,married,n,achievement
866,37,USA,f,married,y,achievement
743,30,USA,m,married,y,affection
387,33,USA,m,single,n,bonding
196,30,USA,f,married,y,affection
563,41,USA,m,divorced,n,bonding
1344,22,USA,m,single,n,bonding
4512,45,USA,m,married,n,nature
664,31,IND,m,single,y,achievement
583,25,USA,m,single,n,achievement
3676,25,USA,f,married,n,bonding
2791,35,USA,m,married,y,leisure
408,31,USA,f,single,n,affection
1128,24,USA,m,single,n,achievement
759,43,USA,f,married,y,affection
918,36,IND,m,married,n,achievement
7439,34,USA,f,married,y,affection
1872,20,PHL,m,single,n,achievement
2116,25,USA,m,single,n,leisure
1661,35,USA,f,divorced,y,affection
9510,29,USA,m,married,n,affection
1502,42,IND,f,married,y,affection
244,31,USA,f,married,y,affection
68,37,USA,m,single,y,achievement
525,52,USA,m,married,y,affection
2994,27,USA,f,single,n,leisure
988,32,USA,m,married,y,affection
1230,32,USA,f,single,n,achievement
11395,24,USA,m,single,y,bonding
6784,21,USA,m,single,n,leisure
393,41,USA,f,married,y,affection
1345,28,USA,m,married,n,bonding
984,35,USA,f,married,y,affection
423,29,USA,f,married,n,affection
5794,45,USA,f,married,y,achievement
9505,43,USA,f,married,y,affection
509,31,USA,m,single,n,achievement
3621,44,IND,m,married,y,affection
12281,21,USA,f,single,n,affection
1090,23,USA,m,single,n,achievement
270,23,USA,m,married,n,leisure
445,32,USA,m,single,n,achievement
6509,22,USA,m,single,n,bonding
1690,47,IND,f,widowed,y,achievement
12388,45,USA,m,married,y,achievement
184,49,USA,f,married,y,achievement
651,35,IND,m,married,y,affection
258,36,USA,m,single,n,bonding
960,22,USA,m,single,n,bonding
3393,30,USA,m,married,n,affection
7568,23,USA,f,married,n,affection
12218,54,USA,m,married,n,achievement
656,36,USA,f,married,n,enjoy_the_moment
180,35,USA,m,single,n,achievement
2546,36,USA,f,married,n,affection
2051,24,USA,f,married,y,leisure
2415,27,USA,m,married,y,achievement
379,52,USA,m,single,n,nature
689,23,IND,f,single,n,achievement
2016,33,IND,m,single,n,achievement
1918,32,USA,f,married,y,affection
980,30,USA,f,married,n,achievement
5080,26,USA,m,single,n,achievement
309,24,USA,m,single,n,achievement
111,35,USA,o,single,y,enjoy_the_moment
4392,35,USA,m,married,n,affection
3800,27,GBR,m,single,n,achievement
17,30,USA,m,single,n,achievement
375,30,USA,f,married,y,affection
185,36,USA,m,single,n,achievement
131,32,USA,m,single,n,nature
2127,40,IND,f,married,y,affection
296,24,USA,f,single,n,affection
554,29,USA,m,single,n,enjoy_the_moment
169,29,USA,f,single,n,achievement
3792,33,USA,f,single,n,affection
9748,36,USA,m,married,y,achievement
1752,35,USA,m,married,y,leisure
634,32,USA,m,single,n,leisure
5082,45,USA,f,married,y,affection
876,26,IND,m,single,n,bonding
1909,38,USA,m,married,y,enjoy_the_moment
275,38,USA,m,single,n,achievement
1821,25,USA,f,married,y,enjoy_the_moment
905,24,IDN,m,single,n,achievement
16,35,USA,m,single,n,leisure
406,28,USA,f,single,n,leisure
659,30,USA,f,single,y,leisure
2386,26,USA,m,single,n,achievement
1841,38,USA,f,married,y,affection
2125,24,USA,m,divorced,n,leisure
195,30,USA,m,single,n,bonding
574,31,USA,m,married,n,affection
1354,25,ARE,m,single,n,achievement
1304,43,USA,m,married,y,achievement
325,34,USA,m,single,n,leisure
1501,30,USA,m,single,n,enjoy_the_moment
129,25,USA,m,single,n,achievement
10485,27,USA,m,single,n,affection
73,38,USA,f,married,y,enjoy_the_moment
7283,30,USA,f,married,y,affection
713,27,USA,m,single,n,leisure
516,29,USA,m,single,y,affection
804,25,USA,m,single,n,enjoy_the_moment
830,26,USA,m,single,n,affection
9162,24,USA,f,single,n,affection
2921,29,USA,m,single,y,affection
263,22,VEN,m,single,y,affection
769,32,USA,f,married,y,bonding
9928,29,USA,m,married,y,achievement
316,21,USA,m,single,n,achievement
44,42,USA,f,single,n,achievement
862,23,USA,f,single,n,enjoy_the_moment
2733,20,USA,f,single,n,enjoy_the_moment
1,37,USA,m,married,y,achievement
810,25,USA,m,single,n,exercise
5702,42,USA,m,married,y,affection
211,27,USA,m,single,n,bonding
12354,36,USA,f,married,n,achievement
811,38,USA,f,married,y,affection
3512,26,USA,m,single,n,leisure
6632,37,USA,f,married,y,achievement
329,30,USA,o,married,y,achievement
3702,31,USA,f,single,n,achievement
126,34,USA,m,married,y,achievement
3121,47,USA,m,married,n,affection
1724,39,USA,m,married,n,affection
910,48,USA,m,married,y,achievement
11057,23,USA,f,single,y,affection
12710,39,USA,m,married,y,affection
2350,23,USA,m,single,n,achievement
4568,29,USA,m,married,y,achievement
2201,34,USA,f,married,y,affection
1527,25,USA,m,single,n,achievement
7,34,USA,m,married,y,achievement
6192,30,USA,m,single,n,enjoy_the_moment
207,42,USA,m,married,n,affection
133,40,USA,m,single,n,bonding
37,23,USA,m,single,n,leisure
5297,27,USA,f,single,n,achievement
162,23,USA,m,single,n,achievement
3963,27,USA,f,single,n,affection
517,42,USA,m,single,n,achievement
7089,35,USA,f,married,y,achievement
330,51,USA,m,divorced,y,bonding
3618,20,USA,m,single,n,achievement
714,29,USA,m,single,n,leisure
2889,20,USA,f,single,n,achievement
13398,34,USA,m,single,n,achievement
84,32,USA,m,married,y,achievement
756,30,USA,f,single,n,bonding
725,37,USA,f,married,y,achievement
1092,32,USA,m,single,n,leisure
883,39,USA,m,single,n,achievement
623,39,USA,m,married,n,achievement
1042,28,USA,m,single,n,bonding
631,35,USA,m,single,n,achievement
1080,23,USA,m,single,n,bonding
3862,21,USA,m,single,n,achievement
168,28,USA,m,single,n,achievement
10,27,USA,m,single,n,leisure
855,35,USA,f,married,y,affection
13783,27,USA,m,single,n,achievement
1009,30,USA,m,single,n,leisure
12231,47,USA,f,married,y,enjoy_the_moment
79,27,IND,m,single,n,bonding
1327,23,USA,m,married,n,enjoy_the_moment
372,19,USA,m,single,n,achievement
662,52,USA,f,single,n,enjoy_the_moment
1064,26,USA,f,married,n,achievement
6841,34,USA,f,single,n,affection
13815,32,USA,f,married,y,affection
7030,30,USA,m,married,n,achievement
5480,34,USA,f,married,y,affection
167,34,USA,m,single,n,leisure
2219,18,USA,m,single,n,achievement
3431,30,CAN,m,single,n,affection
8,29,VNM,m,single,n,achievement
8693,36,USA,m,married,y,achievement
11,45,USA,m,divorced,n,achievement
1971,33,USA,m,single,n,affection
785,23,USA,m,single,n,achievement
1722,39,USA,m,single,n,bonding
1225,28,USA,m,single,n,achievement
13363,25,USA,m,single,n,leisure
82,53,USA,f,single,n,affection
1348,41,USA,m,single,n,affection
139,30,USA,m,married,y,bonding
568,25,USA,m,single,y,achievement
36,37,USA,m,single,n,achievement
1631,28,USA,m,single,n,achievement
633,33,USA,m,single,n,affection
97,29,USA,m,single,n,affection
1077,26,USA,m,single,n,achievement
624,34,USA,m,single,n,enjoy_the_moment
403,31,USA,m,married,n,affection
766,21,USA,m,single,n,achievement
7288,26,USA,f,single,n,exercise
649,31,USA,m,single,n,exercise
3357,22,USA,m,single,n,bonding
2338,33,USA,f,married,y,affection
226,32,USA,f,single,n,achievement
11231,32,USA,f,single,n,achievement
42,32,USA,m,single,n,enjoy_the_moment
1294,20,USA,m,single,n,affection
10812,34,USA,m,married,y,affection
1559,30,USA,m,single,n,nature
231,39,USA,f,single,y,affection
161,53,USA,f,married,y,achievement
336,38,USA,f,divorced,y,achievement
626,50,USA,m,married,y,bonding
1176,31,USA,f,married,n,bonding
528,29,USA,f,married,y,achievement
692,41,USA,f,married,y,affection
657,29,USA,m,single,n,leisure
176,26,USA,f,married,y,enjoy_the_moment
225,25,USA,m,single,n,leisure
640,49,USA,f,married,y,achievement
308,23,USA,f,single,n,enjoy_the_moment
411,38,USA,m,married,y,exercise
8760,28,USA,m,single,n,enjoy_the_moment
938,27,USA,m,single,n,affection
