wid,predicted_category
423,enjoy_the_moment
150,exercise
1904,achievement
1697,achievement
97,bonding
135,leisure
10707,achievement
1674,achievement
413,affection
153,achievement
178,achievement
185,bonding
134,achievement
98,bonding
285,achievement
949,affection
2922,achievement
659,leisure
7457,achievement
2009,affection
1837,bonding
1900,bonding
4749,affection
405,achievement
1168,achievement
730,achievement
1656,achievement
1115,achievement
8725,affection
2898,affection
12287,leisure
3040,enjoy_the_moment
2101,bonding
148,achievement
1636,achievement
960,achievement
12956,affection
989,affection
1407,affection
12991,affection
1795,achievement
2307,achievement
8508,bonding
2144,achievement
877,achievement
6146,enjoy_the_moment
410,affection
865,achievement
12249,achievement
1743,affection
815,achievement
598,achievement
3318,achievement
9822,bonding
1751,bonding
13156,nature
9378,achievement
180,achievement
31,leisure
7305,affection
337,achievement
5,achievement
8498,achievement
267,leisure
1164,achievement
2535,bonding
7767,affection
676,achievement
1148,leisure
331,bonding
59,enjoy_the_moment
6727,bonding
3002,affection
1598,bonding
312,achievement
13172,affection
360,achievement
276,achievement
2209,bonding
13720,bonding
2087,affection
1739,achievement
323,affection
388,enjoy_the_moment
5451,achievement
2673,achievement
161,nature
397,bonding
434,affection
709,enjoy_the_moment
175,achievement
1178,affection
4276,achievement
7022,affection
820,achievement
1021,achievement
20,bonding
2574,achievement
440,affection
1330,achievement
233,enjoy_the_moment
8343,bonding
1093,affection
12006,enjoy_the_moment
992,enjoy_the_moment
1650,affection
1009,leisure
1067,bonding
10946,achievement
456,achievement
46,affection
1200,achievement
131,affection
1639,achievement
1332,bonding
521,bonding
2795,achievement
334,exercise
4771,affection
9588,enjoy_the_moment
3743,achievement
501,leisure
68,achievement
103,achievement
1191,achievement
4907,achievement
1282,leisure
205,nature
1109,achievement
10200,bonding
1205,enjoy_the_moment
1531,bonding
1090,bonding
1080,achievement
3424,affection
325,leisure
4896,achievement
2839,exercise
2846,affection
315,affection
1664,affection
536,bonding
1368,achievement
306,affection
850,achievement
668,leisure
2472,affection
616,achievement
1618,enjoy_the_moment
5342,achievement
12726,achievement
1192,affection
1440,affection
857,achievement
1382,bonding
1574,achievement
30,affection
286,leisure
519,bonding
60,leisure
215,affection
3076,achievement
92,bonding
1742,achievement
1345,affection
369,enjoy_the_moment
13260,achievement
2453,affection
675,achievement
2621,bonding
760,achievement
1863,affection
8382,affection
478,achievement
2362,affection
3238,affection
1087,achievement
442,bonding
650,achievement
1873,achievement
1171,nature
274,achievement
1075,achievement
168,bonding
419,affection
1206,affection
945,achievement
5313,achievement
1780,affection
177,achievement
2409,achievement
260,bonding
543,affection
533,achievement
7939,affection
2502,achievement
10836,affection
11805,affection
2467,enjoy_the_moment
4549,nature
2491,affection
761,achievement
3584,affection
462,affection
1575,leisure
4349,bonding
2803,exercise
646,bonding
7135,enjoy_the_moment
938,achievement
2149,affection
290,affection
1037,achievement
1429,nature
305,bonding
4063,enjoy_the_moment
9579,affection
2042,nature
5659,achievement
432,achievement
2496,affection
1175,affection
703,affection
885,affection
11966,affection
1001,bonding
463,achievement
5272,achievement
1058,achievement
37,achievement
558,achievement
411,affection
7304,bonding
1486,achievement
1938,affection
5230,achievement
631,bonding
1238,affection
1826,achievement
5685,enjoy_the_moment
13771,achievement
56,affection
2967,achievement
867,bonding
114,affection
10213,affection
2344,bonding
245,affection
1781,bonding
5395,nature
1964,achievement
12181,affection
10243,affection
75,affection
6690,affection
271,affection
273,achievement
1635,achievement
415,enjoy_the_moment
3195,achievement
3826,achievement
735,achievement
453,enjoy_the_moment
207,affection
338,leisure
208,achievement
8736,achievement
2746,achievement
812,achievement
645,affection
144,affection
1271,achievement
1454,achievement
5294,bonding
923,affection
89,achievement
123,bonding
1547,achievement
854,bonding
11178,achievement
1167,affection
2538,affection
1726,achievement
1508,leisure
2749,achievement
324,achievement
1385,bonding
637,achievement
65,affection
1098,affection
3685,bonding
255,affection
403,achievement
1231,achievement
7253,affection
1883,achievement
1669,leisure
705,achievement
100,affection
684,achievement
921,leisure
1906,achievement
1704,leisure
3266,achievement
10,affection
8686,achievement
109,leisure
130,affection
10832,achievement
889,affection
12084,affection
11557,enjoy_the_moment
297,affection
2130,enjoy_the_moment
6052,enjoy_the_moment
5215,affection
43,achievement
441,leisure
8,achievement
8620,affection
9978,achievement
336,achievement
2887,enjoy_the_moment
527,achievement
596,achievement
12126,achievement
13239,affection
623,enjoy_the_moment
9321,achievement
252,affection
6803,bonding
209,achievement
1150,achievement
2065,achievement
11822,affection
9134,achievement
1117,bonding
1268,achievement
3494,bonding
492,exercise
1155,achievement
3312,achievement
1005,leisure
237,affection
468,affection
1539,bonding
5203,affection
1008,achievement
5884,affection
835,enjoy_the_moment
12118,achievement
1845,achievement
10698,affection
13491,affection
88,leisure
12755,affection
3985,affection
522,achievement
2372,achievement
459,achievement
567,affection
11708,affection
259,achievement
683,enjoy_the_moment
6166,achievement
1223,achievement
239,leisure
2084,achievement
2657,achievement
12749,achievement
4065,affection
269,affection
13460,achievement
6713,affection
2316,bonding
4301,affection
236,affection
832,achievement
4950,enjoy_the_moment
791,achievement
2671,achievement
149,achievement
1016,affection
4767,achievement
2615,achievement
834,affection
561,achievement
5842,bonding
1974,affection
1563,affection
4353,affection
756,enjoy_the_moment
1689,enjoy_the_moment
611,nature
1463,leisure
5945,achievement
2069,affection
635,bonding
2293,bonding
2279,achievement
12742,affection
7986,enjoy_the_moment
4728,achievement
644,achievement
624,achievement
2688,enjoy_the_moment
12828,leisure
163,affection
3302,achievement
1279,achievement
3805,affection
32,achievement
942,achievement
2148,affection
1276,affection
2634,bonding
3905,affection
188,achievement
1059,enjoy_the_moment
1996,achievement
159,affection
770,affection
4694,affection
127,affection
2612,affection
1007,bonding
2990,achievement
7235,bonding
4645,achievement
6163,achievement
448,bonding
873,affection
1665,achievement
347,affection
742,achievement
1640,achievement
2175,enjoy_the_moment
119,affection
6,achievement
2556,affection
5947,enjoy_the_moment
157,achievement
166,bonding
1249,nature
1393,affection
377,nature
794,achievement
1449,affection
430,affection
2194,enjoy_the_moment
864,affection
4017,achievement
750,affection
446,achievement
438,affection
3594,achievement
8896,achievement
5075,affection
179,bonding
354,affection
396,affection
547,enjoy_the_moment
10101,achievement
12121,achievement
2842,achievement
475,achievement
12722,enjoy_the_moment
559,bonding
10211,achievement
8157,affection
833,achievement
4600,achievement
1335,affection
10897,achievement
349,leisure
686,affection
9951,affection
1436,affection
548,achievement
8797,affection
1624,leisure
6782,achievement
1194,achievement
8116,achievement
7538,achievement
707,bonding
12674,enjoy_the_moment
964,bonding
1043,affection
711,affection
1010,leisure
8553,leisure
765,achievement
199,achievement
3757,achievement
3242,achievement
3282,affection
3050,affection
594,affection
291,affection
1336,achievement
4607,bonding
4420,affection
1212,achievement
1255,affection
2427,achievement
3142,affection
287,achievement
1147,enjoy_the_moment
1275,enjoy_the_moment
984,achievement
12553,achievement
7024,achievement
231,affection
10819,affection
12291,affection
944,affection
776,achievement
1700,achievement
772,bonding
409,affection
11520,achievement
1024,affection
1432,achievement
8173,bonding
12344,nature
917,affection
620,achievement
7295,affection
606,affection
1648,achievement
9832,achievement
9426,affection
95,achievement
3527,bonding
1785,achievement
18,bonding
452,affection
26,affection
187,achievement
7549,affection
990,bonding
4940,affection
1278,achievement
246,achievement
1387,achievement
10939,affection
224,achievement
11898,affection
838,achievement
310,achievement
6327,leisure
6038,achievement
12698,affection
757,bonding
1011,leisure
1657,achievement
1412,achievement
922,enjoy_the_moment
523,achievement
15,achievement
76,achievement
3078,achievement
710,affection
102,affection
10855,bonding
2378,achievement
9327,leisure
23,achievement
8369,affection
38,bonding
1073,affection
4639,affection
1519,affection
2376,affection
10441,achievement
2172,affection
253,affection
951,leisure
8916,achievement
731,leisure
886,achievement
4682,bonding
1113,leisure
182,leisure
164,leisure
191,leisure
172,leisure
433,affection
155,leisure
116,leisure
10464,affection
1187,leisure
12703,affection
10844,affection
2573,affection
439,bonding
69,affection
1533,achievement
7144,affection
192,leisure
399,leisure
142,enjoy_the_moment
216,leisure
3725,affection
1716,affection
222,affection
2930,nature
987,enjoy_the_moment
508,achievement
261,bonding
9006,affection
483,bonding
1662,affection
461,affection
1615,affection
842,enjoy_the_moment
529,achievement
6355,achievement
9787,affection
2525,achievement
6311,bonding
214,affection
595,bonding
7778,enjoy_the_moment
790,achievement
3369,achievement
739,achievement
6347,bonding
1017,leisure
62,affection
51,achievement
7429,bonding
655,exercise
6608,achievement
8677,affection
509,affection
601,enjoy_the_moment
485,achievement
749,bonding
880,exercise
1761,affection
625,affection
904,bonding
1367,achievement
694,affection
257,bonding
963,achievement
734,achievement
803,bonding
660,achievement
2,affection
818,affection
875,bonding
2354,achievement
8847,affection
1124,affection
780,affection
3531,bonding
821,affection
1173,affection
420,affection
716,affection
653,affection
13335,achievement
12499,affection
1023,enjoy_the_moment
7571,bonding
6718,achievement
1499,bonding
1170,bonding
696,achievement
8443,affection
2129,affection
1013,achievement
4013,nature
1654,affection
799,bonding
1185,affection
1215,bonding
4722,leisure
3315,achievement
348,enjoy_the_moment
1737,enjoy_the_moment
40,bonding
12566,achievement
12090,affection
362,enjoy_the_moment
571,exercise
743,bonding
1843,achievement
346,enjoy_the_moment
600,achievement
358,enjoy_the_moment
4475,achievement
386,enjoy_the_moment
488,enjoy_the_moment
378,achievement
313,enjoy_the_moment
1199,enjoy_the_moment
426,enjoy_the_moment
364,enjoy_the_moment
282,enjoy_the_moment
294,enjoy_the_moment
666,enjoy_the_moment
50,bonding
321,enjoy_the_moment
1347,affection
1456,enjoy_the_moment
368,bonding
2511,affection
335,enjoy_the_moment
416,enjoy_the_moment
355,affection
860,achievement
1036,bonding
773,enjoy_the_moment
304,enjoy_the_moment
132,achievement
322,enjoy_the_moment
363,enjoy_the_moment
465,affection
344,enjoy_the_moment
3625,achievement
249,enjoy_the_moment
35,leisure
307,enjoy_the_moment
352,bonding
1057,achievement
48,achievement
1193,affection
13773,achievement
5632,bonding
2774,bonding
3681,affection
981,achievement
39,affection
7754,affection
455,bonding
7387,enjoy_the_moment
484,enjoy_the_moment
467,achievement
5908,affection
74,enjoy_the_moment
6312,enjoy_the_moment
71,affection
1759,achievement
907,bonding
372,achievement
110,enjoy_the_moment
1038,enjoy_the_moment
1481,leisure
96,enjoy_the_moment
78,bonding
70,affection
136,affection
435,achievement
783,achievement
21,bonding
1048,achievement
3342,achievement
61,achievement
507,enjoy_the_moment
476,enjoy_the_moment
798,affection
1149,bonding
12671,achievement
436,affection
14,bonding
2050,affection
691,bonding
1718,achievement
1044,affection
2490,achievement
489,affection
967,achievement
11496,leisure
3468,enjoy_the_moment
1262,achievement
578,leisure
400,leisure
13,affection
566,affection
477,achievement
5347,affection
57,affection
800,achievement
2283,affection
633,achievement
9085,nature
848,affection
4003,achievement
7205,affection
12,bonding
27,achievement
19,achievement
955,affection
412,enjoy_the_moment
1418,achievement
1128,bonding
13575,bonding
3909,bonding
3135,bonding
1151,leisure
672,affection
12728,achievement
1641,affection
718,affection
5048,affection
464,achievement
418,leisure
3080,achievement
1723,achievement
3278,leisure
671,affection
1002,leisure
7,achievement
81,achievement
299,bonding
4506,bonding
9249,bonding
13661,bonding
1159,affection
2029,achievement
7445,achievement
698,bonding
24,achievement
1281,leisure
1221,leisure
232,affection
689,achievement
849,enjoy_the_moment
1994,affection
1218,bonding
906,achievement
2599,enjoy_the_moment
266,achievement
605,achievement
11864,achievement
2912,enjoy_the_moment
94,achievement
11845,achievement
1711,affection
33,affection
7246,achievement
206,enjoy_the_moment
158,achievement
9637,achievement
11325,achievement
3006,achievement
1899,achievement
8335,affection
674,achievement
10822,affection
12400,enjoy_the_moment
223,achievement
560,enjoy_the_moment
7863,achievement
1401,achievement
947,affection
613,achievement
712,bonding
1488,affection
4587,achievement
3530,achievement
12275,affection
959,affection
5198,affection
1500,affection
450,leisure
5891,bonding
9948,bonding
1973,enjoy_the_moment
470,leisure
530,affection
4962,achievement
642,leisure
391,affection
789,achievement
843,affection
280,bonding
11832,achievement
13279,affection
5623,affection
9537,achievement
11777,achievement
288,enjoy_the_moment
1749,achievement
971,affection
513,enjoy_the_moment
2018,bonding
893,leisure
213,achievement
1568,achievement
427,affection
1583,bonding
1378,affection
1240,bonding
5595,affection
1448,affection
5180,enjoy_the_moment
5277,bonding
289,achievement
341,affection
1338,enjoy_the_moment
900,achievement
2230,achievement
264,achievement
1324,achievement
1587,achievement
9049,affection
503,affection
13799,achievement
3031,exercise
339,leisure
4731,achievement
545,exercise
2030,affection
1063,leisure
11390,achievement
151,achievement
2165,achievement
583,achievement
2132,achievement
732,achievement
1523,affection
11861,affection
5602,affection
1066,affection
351,achievement
931,enjoy_the_moment
201,affection
1732,achievement
1915,affection
1244,enjoy_the_moment
4386,bonding
1895,achievement
599,exercise
5195,bonding
2093,achievement
762,affection
9589,bonding
538,affection
7805,bonding
3888,bonding
2578,affection
1053,affection
13755,leisure
5004,achievement
12459,affection
5303,affection
13597,affection
6912,affection
7308,affection
737,affection
2583,affection
504,affection
8945,affection
227,affection
3964,achievement
7444,affection
3256,achievement
535,achievement
658,achievement
7119,nature
5095,achievement
490,achievement
685,affection
940,achievement
12807,achievement
1220,achievement
7598,achievement
2478,achievement
1619,affection
13705,affection
10240,achievement
7294,bonding
2718,affection
11955,achievement
723,bonding
2064,bonding
8413,achievement
958,achievement
729,affection
4504,achievement
5462,bonding
12529,affection
12763,affection
903,affection
8505,affection
576,achievement
6245,affection
1736,affection
1963,achievement
2282,achievement
887,achievement
11393,achievement
539,enjoy_the_moment
1247,affection
184,enjoy_the_moment
11445,achievement
1417,leisure
9764,affection
12916,affection
1166,achievement
2570,enjoy_the_moment
866,affection
171,achievement
2892,leisure
3084,enjoy_the_moment
154,achievement
11835,achievement
2799,bonding
13169,affection
4927,achievement
6594,achievement
1341,affection
5940,affection
1248,nature
4948,achievement
7285,bonding
6651,affection
394,exercise
8459,affection
7048,affection
9659,affection
1898,bonding
11399,bonding
1085,affection
5975,affection
998,achievement
5707,affection
3996,achievement
1375,affection
8002,affection
12070,achievement
4718,affection
11827,affection
1471,affection
3751,affection
4100,affection
7662,enjoy_the_moment
4844,affection
3873,achievement
2510,achievement
847,achievement
3208,achievement
829,achievement
597,enjoy_the_moment
41,affection
4340,affection
11713,affection
1846,affection
5172,achievement
5263,affection
7221,affection
654,achievement
9248,achievement
1541,bonding
12776,achievement
1905,achievement
2420,enjoy_the_moment
1158,achievement
8866,bonding
1196,bonding
13527,affection
852,nature
6157,affection
1684,achievement
647,affection
651,enjoy_the_moment
1106,enjoy_the_moment
196,achievement
12465,bonding
629,achievement
5149,achievement
3919,bonding
13407,bonding
3620,achievement
515,achievement
11205,achievement
4410,achievement
12160,achievement
1403,bonding
846,affection
316,affection
2012,bonding
932,affection
2200,affection
542,achievement
72,enjoy_the_moment
1411,affection
1398,achievement
12061,bonding
1493,achievement
101,achievement
2745,affection
9821,affection
5762,enjoy_the_moment
2395,achievement
6778,enjoy_the_moment
2014,achievement
1882,achievement
4111,affection
165,affection
6968,achievement
10561,achievement
1784,affection
2763,achievement
12913,achievement
4082,achievement
1034,achievement
4195,bonding
2061,affection
3474,affection
5364,affection
11504,achievement
3511,enjoy_the_moment
5488,achievement
12927,exercise
3963,affection
11426,affection
9718,enjoy_the_moment
1102,achievement
12866,achievement
3108,achievement
9001,affection
609,bonding
2114,affection
3311,achievement
1209,bonding
3101,bonding
2554,achievement
1273,affection
77,achievement
398,affection
8458,achievement
10273,affection
913,achievement
5271,achievement
5617,achievement
2341,bonding
1253,achievement
3013,enjoy_the_moment
980,bonding
12449,affection
10543,achievement
6760,affection
1125,achievement
1226,achievement
1096,achievement
11307,affection
5505,affection
3070,bonding
801,affection
1283,achievement
602,affection
3049,affection
9768,achievement
3063,affection
7633,achievement
1741,leisure
451,achievement
3066,bonding
3156,achievement
3769,achievement
8997,achievement
2651,achievement
5199,achievement
4272,achievement
3962,enjoy_the_moment
5677,enjoy_the_moment
12983,affection
6922,enjoy_the_moment
2268,enjoy_the_moment
1234,achievement
2269,bonding
976,affection
6785,affection
4608,achievement
7113,affection
12813,enjoy_the_moment
1702,bonding
12765,achievement
10286,bonding
3656,bonding
10501,achievement
4759,affection
1186,affection
3980,achievement
573,leisure
2028,affection
146,bonding
7509,achievement
2840,achievement
1211,leisure
1172,achievement
1800,achievement
13477,affection
10889,achievement
4531,affection
1160,achievement
12155,achievement
85,enjoy_the_moment
688,enjoy_the_moment
2630,achievement
2312,achievement
5471,affection
2311,affection
9798,enjoy_the_moment
1364,leisure
9457,achievement
3233,achievement
8931,affection
1325,affection
7959,enjoy_the_moment
1416,achievement
5168,affection
4057,achievement
2853,affection
2036,affection
6776,achievement
1370,affection
11758,bonding
4437,affection
13778,affection
2160,bonding
3363,achievement
393,affection
927,enjoy_the_moment
5502,enjoy_the_moment
10533,achievement
11863,leisure
11909,leisure
2517,affection
721,affection
7478,exercise
141,affection
1351,exercise
3230,achievement
5880,affection
1103,affection
5139,affection
4559,bonding
11954,achievement
487,affection
3808,leisure
3370,affection
2210,achievement
5592,affection
12925,affection
11751,achievement
4075,bonding
8849,affection
2179,bonding
2460,achievement
9064,bonding
7757,affection
4959,enjoy_the_moment
9030,affection
4351,achievement
518,bonding
1621,affection
11268,achievement
11347,achievement
9565,affection
12096,achievement
3181,affection
12387,achievement
3034,achievement
7297,affection
5262,achievement
1685,bonding
2347,achievement
34,affection
2359,affection
12788,affection
7220,affection
1947,bonding
2240,achievement
6914,bonding
1503,affection
10774,affection
7853,affection
3667,affection
8438,achievement
4967,achievement
7673,enjoy_the_moment
969,leisure
4799,achievement
8190,affection
9791,achievement
1108,achievement
6154,affection
3908,achievement
11413,enjoy_the_moment
764,achievement
2819,achievement
12746,achievement
13251,enjoy_the_moment
3165,enjoy_the_moment
10683,exercise
3659,affection
5314,affection
8205,bonding
417,achievement
805,affection
11959,enjoy_the_moment
11537,affection
2183,affection
12012,achievement
7376,achievement
11643,affection
12426,leisure
700,affection
5785,affection
2237,affection
371,enjoy_the_moment
9847,affection
174,affection
1696,affection
9361,bonding
8548,achievement
3225,affection
7672,achievement
7474,affection
6409,affection
11419,affection
12007,achievement
12825,affection
2847,achievement
1179,achievement
7768,achievement
4260,affection
4591,achievement
11794,achievement
13590,leisure
12897,achievement
9525,affection
387,leisure
1135,achievement
8278,affection
1054,enjoy_the_moment
7796,affection
4501,achievement
221,achievement
1552,achievement
9561,enjoy_the_moment
7052,achievement
4022,achievement
2991,leisure
279,achievement
2170,bonding
6832,achievement
12760,enjoy_the_moment
2214,achievement
11246,enjoy_the_moment
12492,achievement
4263,affection
3053,achievement
6460,achievement
3303,affection
968,nature
13774,achievement
3561,affection
2476,bonding
9908,affection
1524,leisure
569,leisure
726,achievement
162,affection
11228,achievement
3106,affection
13476,achievement
1241,achievement
6860,affection
370,leisure
6364,affection
4108,affection
524,achievement
1259,bonding
2638,bonding
3421,affection
856,affection
621,affection
4798,leisure
7821,achievement
1543,achievement
1112,achievement
7596,achievement
3810,affection
6815,leisure
55,leisure
212,affection
1156,affection
300,affection
308,achievement
874,achievement
1402,leisure
784,affection
1242,leisure
972,enjoy_the_moment
4041,bonding
361,achievement
2441,achievement
1406,affection
303,achievement
291,achievement
1158,affection
325,enjoy_the_moment
1566,affection
11746,achievement
1633,enjoy_the_moment
10406,affection
11556,enjoy_the_moment
205,enjoy_the_moment
627,enjoy_the_moment
1879,achievement
670,affection
11365,achievement
4367,achievement
708,achievement
329,enjoy_the_moment
1148,affection
133,bonding
579,achievement
5293,enjoy_the_moment
16,achievement
1025,affection
1163,achievement
2040,achievement
167,affection
4424,affection
575,affection
3061,affection
143,affection
8948,affection
443,achievement
3,bonding
950,enjoy_the_moment
258,affection
9559,affection
817,enjoy_the_moment
160,achievement
549,affection
3779,achievement
10042,achievement
5208,achievement
12893,affection
715,affection
118,affection
10150,achievement
126,affection
741,achievement
656,achievement
4,achievement
12863,affection
541,affection
765,achievement
429,affection
10526,affection
1857,achievement
240,enjoy_the_moment
5470,leisure
1213,affection
6240,affection
44,achievement
810,affection
2816,achievement
1548,leisure
8762,affection
2003,enjoy_the_moment
1236,achievement
1417,affection
2641,bonding
10224,achievement
215,affection
311,affection
36,enjoy_the_moment
1932,bonding
2138,achievement
12408,achievement
31,affection
1909,achievement
168,achievement
3405,achievement
999,affection
1810,achievement
462,affection
1295,affection
129,achievement
91,affection
775,achievement
486,achievement
2381,bonding
432,achievement
357,affection
175,affection
496,bonding
1387,bonding
2308,affection
1780,leisure
3485,achievement
1752,enjoy_the_moment
564,bonding
94,bonding
8429,affection
1474,achievement
3538,achievement
2062,achievement
1012,achievement
109,achievement
995,achievement
9443,achievement
13018,affection
562,achievement
263,achievement
862,affection
360,affection
502,affection
841,affection
82,achievement
316,bonding
1931,nature
876,affection
510,enjoy_the_moment
47,achievement
2402,affection
1226,achievement
1864,achievement
572,bonding
909,enjoy_the_moment
275,enjoy_the_moment
374,achievement
156,bonding
797,achievement
830,affection
170,achievement
457,enjoy_the_moment
1022,enjoy_the_moment
555,enjoy_the_moment
985,achievement
3186,affection
4568,affection
11,achievement
28,achievement
738,enjoy_the_moment
144,affection
2921,achievement
11825,achievement
2694,affection
41,affection
1011,achievement
2459,achievement
10299,leisure
650,affection
5269,affection
234,achievement
90,achievement
1078,enjoy_the_moment
561,achievement
254,achievement
1574,achievement
5018,leisure
75,achievement
189,enjoy_the_moment
839,achievement
272,achievement
1120,achievement
1060,achievement
2398,achievement
391,affection
310,achievement
251,bonding
5,achievement
13627,affection
54,affection
431,achievement
22,enjoy_the_moment
105,enjoy_the_moment
846,affection
9305,bonding
1835,achievement
5031,affection
419,achievement
2153,bonding
162,affection
356,affection
63,achievement
721,achievement
10910,enjoy_the_moment
65,affection
10540,bonding
11865,achievement
309,achievement
2180,affection
2135,affection
8027,achievement
444,leisure
2650,affection
5086,affection
703,achievement
646,achievement
614,affection
2417,affection
634,bonding
1585,affection
402,affection
7716,achievement
1881,enjoy_the_moment
1580,achievement
1795,achievement
124,achievement
1208,affection
198,affection
10951,affection
4351,affection
761,achievement
121,bonding
5227,affection
518,achievement
990,affection
1137,affection
46,affection
179,affection
1439,achievement
29,affection
2259,nature
13652,affection
1607,enjoy_the_moment
2024,leisure
12004,nature
495,enjoy_the_moment
5859,affection
147,enjoy_the_moment
12480,affection
226,achievement
970,bonding
1230,achievement
9201,affection
4911,achievement
12519,achievement
3998,achievement
1648,achievement
252,achievement
3670,achievement
4044,achievement
264,affection
8,affection
436,affection
12967,affection
4373,achievement
417,bonding
11869,affection
438,affection
56,achievement
236,affection
7204,affection
7686,achievement
411,achievement
5310,enjoy_the_moment
1423,achievement
115,achievement
163,achievement
4585,achievement
11813,affection
4280,affection
237,achievement
3872,affection
261,bonding
10040,achievement
466,bonding
533,bonding
791,affection
239,affection
2476,affection
3448,exercise
7466,achievement
8704,affection
1310,achievement
178,achievement
12585,enjoy_the_moment
585,achievement
342,affection
188,achievement
1385,affection
2060,achievement
207,achievement
1501,leisure
3271,leisure
12242,achievement
7864,bonding
1830,affection
4043,achievement
405,achievement
3303,affection
3207,achievement
472,affection
324,achievement
1377,achievement
468,nature
1043,achievement
97,affection
551,bonding
11870,achievement
1335,achievement
233,achievement
1107,achievement
5141,enjoy_the_moment
159,leisure
332,bonding
52,achievement
259,achievement
347,affection
18,bonding
23,achievement
377,achievement
102,affection
1171,achievement
235,bonding
816,affection
98,affection
219,affection
1495,affection
8892,affection
12804,bonding
209,leisure
38,achievement
864,enjoy_the_moment
757,achievement
369,achievement
1784,affection
13133,achievement
5052,achievement
224,bonding
475,achievement
559,bonding
1745,affection
349,exercise
15,affection
9439,affection
3242,affection
385,bonding
26,affection
2677,achievement
521,affection
122,achievement
1365,affection
39,achievement
13042,achievement
2256,affection
483,bonding
606,bonding
76,affection
2423,achievement
10,affection
5431,achievement
790,affection
747,bonding
4094,bonding
8902,affection
85,affection
11756,affection
1662,affection
2406,bonding
13112,affection
605,achievement
11719,bonding
227,achievement
446,affection
535,affection
1639,achievement
106,achievement
225,achievement
69,affection
3920,bonding
11124,achievement
399,achievement
6890,affection
529,affection
216,achievement
1778,affection
32,achievement
35,affection
396,affection
625,affection
370,leisure
1751,achievement
11662,achievement
257,achievement
3288,affection
11958,achievement
214,affection
40,affection
666,affection
1187,achievement
849,affection
2975,affection
322,affection
25,leisure
266,affection
487,affection
10710,affection
8924,affection
13793,affection
731,leisure
898,achievement
335,affection
951,enjoy_the_moment
62,achievement
13603,affection
364,affection
362,affection
427,achievement
288,affection
386,affection
128,enjoy_the_moment
3120,achievement
313,affection
886,achievement
304,affection
307,affection
465,affection
346,affection
344,affection
142,enjoy_the_moment
1244,achievement
773,affection
420,affection
352,affection
426,affection
321,affection
792,affection
294,affection
2127,affection
368,affection
488,affection
282,affection
363,affection
1720,achievement
358,affection
355,bonding
8794,affection
348,affection
229,affection
299,affection
378,affection
14,bonding
120,enjoy_the_moment
71,enjoy_the_moment
13,bonding
12886,enjoy_the_moment
49,achievement
409,bonding
5213,affection
81,leisure
416,affection
5301,affection
1199,bonding
249,affection
125,affection
1504,achievement
379,achievement
7540,achievement
161,affection
2,affection
50,leisure
5770,achievement
9202,leisure
1057,achievement
10732,affection
13136,affection
55,leisure
455,affection
476,bonding
1193,affection
116,leisure
164,leisure
222,exercise
1027,affection
1442,bonding
365,bonding
6866,achievement
283,affection
1481,affection
1421,achievement
380,affection
6,achievement
57,affection
844,achievement
412,enjoy_the_moment
977,affection
24,affection
3151,affection
191,leisure
155,affection
158,achievement
182,leisure
528,achievement
490,affection
2066,affection
723,bonding
1351,bonding
1888,affection
1602,leisure
4539,affection
2290,affection
539,bonding
5019,affection
61,affection
12,affection
27,affection
19,affection
595,affection
206,achievement
11482,affection
648,affection
3330,achievement
774,affection
672,achievement
113,achievement
875,bonding
965,achievement
110,affection
74,achievement
70,enjoy_the_moment
132,enjoy_the_moment
824,affection
78,achievement
507,bonding
96,enjoy_the_moment
136,enjoy_the_moment
11745,achievement
912,affection
566,affection
464,bonding
1048,achievement
907,bonding
975,achievement
2620,affection
6974,bonding
662,nature
223,affection
373,affection
10957,affection
389,affection
383,achievement
503,achievement
1620,achievement
1044,affection
33,affection
5124,affection
714,achievement
439,affection
1224,enjoy_the_moment
72,achievement
789,exercise
748,affection
4753,achievement
847,achievement
1641,achievement
588,affection
341,affection
13311,bonding
590,exercise
9223,affection
954,affection
514,achievement
530,achievement
2768,affection
10302,achievement
60,achievement
2462,achievement
7358,achievement
231,affection
1240,affection
5088,affection
2989,affection
172,leisure
119,affection
3426,achievement
6954,achievement
192,leisure
848,affection
1391,achievement
187,affection
3063,affection
2396,achievement
289,achievement
43,achievement
3991,achievement
3787,achievement
10246,affection
1444,achievement
3035,affection
77,leisure
2499,affection
217,achievement
241,achievement
540,affection
218,bonding
531,bonding
86,affection
739,bonding
11089,achievement
10784,enjoy_the_moment
107,enjoy_the_moment
1828,achievement
1121,affection
1007,achievement
256,achievement
587,affection
248,achievement
3912,affection
1316,achievement
904,bonding
2407,bonding
1408,affection
1791,affection
900,bonding
536,achievement
1865,bonding
3494,achievement
471,bonding
552,affection
993,affection
8050,enjoy_the_moment
5620,affection
366,affection
157,affection
477,enjoy_the_moment
4828,achievement
737,enjoy_the_moment
762,affection
610,affection
1528,affection
649,affection
586,achievement
12512,affection
971,achievement
146,bonding
13428,bonding
927,bonding
957,achievement
903,affection
8842,affection
709,leisure
660,enjoy_the_moment
3828,achievement
7657,enjoy_the_moment
12163,achievement
3423,achievement
13322,achievement
445,achievement
890,affection
685,affection
840,achievement
918,enjoy_the_moment
201,enjoy_the_moment
2723,achievement
1458,achievement
6710,affection
2111,affection
280,affection
698,affection
3387,achievement
2232,affection
1181,achievement
247,achievement
613,affection
