wid,age,country,gender,marital,parenthood,predicted_category
6958,53,USA,f,married,y,affection
10607,52,USA,f,divorced,y,affection
3805,23,USA,m,single,n,bonding
3839,27,USA,m,single,n,achievement
13190,51,IND,f,married,y,affection
3839,27,USA,m,single,n,achievement
13190,51,IND,f,married,y,affection
3839,27,USA,m,single,n,achievement
13190,51,IND,f,married,y,affection
7648,22,USA,m,single,n,bonding
3068,23,USA,f,single,n,bonding
7648,22,USA,m,single,n,achievement
3068,23,USA,f,single,n,bonding
7648,22,USA,m,single,n,achievement
3068,23,USA,f,single,n,affection
4668,22,USA,m,single,n,achievement
13678,22,USA,f,single,n,achievement
3011,30,USA,f,single,n,achievement
4668,22,USA,m,single,n,enjoy_the_moment
13678,22,USA,f,single,n,affection
3011,30,USA,f,single,n,affection
4668,22,USA,m,single,n,leisure
13678,22,USA,f,single,n,bonding
3011,30,USA,f,single,n,affection
4545,32,USA,f,married,y,achievement
4545,32,USA,f,married,y,affection
4545,32,USA,f,married,y,affection
11497,30,USA,m,single,n,achievement
11497,30,USA,m,single,n,bonding
11497,30,USA,m,single,n,achievement
2819,57,USA,m,single,n,achievement
2819,57,USA,m,single,n,achievement
2819,57,USA,m,single,n,affection
5397,32,USA,m,single,n,affection
3068,23,USA,f,single,n,achievement
5397,32,USA,m,single,n,affection
3068,23,USA,f,single,n,affection
5397,32,USA,m,single,n,affection
3068,23,USA,f,single,n,achievement
4809,29,USA,m,single,n,enjoy_the_moment
9447,18,USA,m,single,n,bonding
4809,29,USA,m,single,n,leisure
9447,18,USA,m,single,n,achievement
4809,29,USA,m,single,n,enjoy_the_moment
9447,18,USA,m,single,n,bonding
13499,28,USA,m,single,n,achievement
13499,28,USA,m,single,n,enjoy_the_moment
13499,28,USA,m,single,n,leisure
2887,22,USA,m,single,n,achievement
8058,37,IND,m,married,y,achievement
2887,22,USA,m,single,n,enjoy_the_moment
8058,37,IND,m,married,y,achievement
2887,22,USA,m,single,n,bonding
8058,37,IND,m,married,y,enjoy_the_moment
8297,27,USA,f,single,n,achievement
8297,27,USA,f,single,n,achievement
8297,27,USA,f,single,n,affection
9330,71,USA,m,married,y,affection
9069,54,USA,m,married,n,affection
9330,71,USA,m,married,y,affection
9069,54,USA,m,married,n,affection
9330,71,USA,m,married,y,affection
9069,54,USA,m,married,n,affection
3671,31,USA,m,single,n,affection
2826,41,USA,m,single,n,affection
6203,36,USA,f,married,n,leisure
12479,25,USA,m,single,n,achievement
3671,31,USA,m,single,n,achievement
2826,41,USA,m,single,n,enjoy_the_moment
6203,36,USA,f,married,n,achievement
12479,25,USA,m,single,n,nature
3671,31,USA,m,single,n,achievement
2826,41,USA,m,single,n,achievement
6203,36,USA,f,married,n,exercise
12479,25,USA,m,single,n,leisure
11153,35,USA,f,married,y,nature
11153,35,USA,f,married,y,achievement
11153,35,USA,f,married,y,affection
2826,41,USA,m,single,n,leisure
6006,37,USA,f,married,y,enjoy_the_moment
2826,41,USA,m,single,n,leisure
6006,37,USA,f,married,y,affection
2826,41,USA,m,single,n,achievement
6006,37,USA,f,married,y,affection
13048,31,USA,m,married,n,achievement
13048,31,USA,m,married,n,achievement
13048,31,USA,m,married,n,affection
5737,26,USA,m,single,n,achievement
3981,22,NZL,m,single,n,affection
5737,26,USA,m,single,n,affection
3981,22,NZL,m,single,n,affection
5737,26,USA,m,single,n,achievement
3981,22,NZL,m,single,n,enjoy_the_moment
9807,26,USA,f,single,n,enjoy_the_moment
9807,26,USA,f,single,n,exercise
9807,26,USA,f,single,n,affection
2279,33,USA,f,single,n,enjoy_the_moment
3122,35,USA,f,married,y,affection
2279,33,USA,f,single,n,bonding
3122,35,USA,f,married,y,enjoy_the_moment
2279,33,USA,f,single,n,achievement
3122,35,USA,f,married,y,affection
2589,33,USA,m,married,n,achievement
9765,39,USA,m,married,y,affection
6447,22,USA,m,single,n,achievement
4382,25,USA,m,single,n,affection
11937,25,USA,f,single,n,bonding
3773,50,USA,f,divorced,y,affection
3981,22,NZL,m,single,n,achievement
2589,33,USA,m,married,n,affection
9765,39,USA,m,married,y,affection
6447,22,USA,m,single,n,achievement
4382,25,USA,m,single,n,affection
11937,25,USA,f,single,n,bonding
3773,50,USA,f,divorced,y,leisure
3981,22,NZL,m,single,n,bonding
2589,33,USA,m,married,n,enjoy_the_moment
9765,39,USA,m,married,y,affection
6447,22,USA,m,single,n,achievement
4382,25,USA,m,single,n,affection
11937,25,USA,f,single,n,achievement
3773,50,USA,f,divorced,y,bonding
3981,22,NZL,m,single,n,leisure
2589,33,USA,m,married,n,nature
3671,31,USA,m,single,n,achievement
2279,33,USA,f,single,n,achievement
12742,29,USA,f,single,n,achievement
10939,69,IND,m,married,y,achievement
5180,27,IND,f,single,n,achievement
12763,20,USA,f,single,n,achievement
7509,43,USA,f,married,y,affection
2589,33,USA,m,married,n,affection
3671,31,USA,m,single,n,affection
2279,33,USA,f,single,n,achievement
12742,29,USA,f,single,n,achievement
10939,69,IND,m,married,y,affection
5180,27,IND,f,single,n,enjoy_the_moment
12763,20,USA,f,single,n,achievement
7509,43,USA,f,married,y,affection
2589,33,USA,m,married,n,achievement
3671,31,USA,m,single,n,enjoy_the_moment
2279,33,USA,f,single,n,achievement
12742,29,USA,f,single,n,affection
10939,69,IND,m,married,y,affection
5180,27,IND,f,single,n,enjoy_the_moment
12763,20,USA,f,single,n,affection
7509,43,USA,f,married,y,achievement
6240,23,IND,m,single,n,affection
6797,34,USA,m,single,n,enjoy_the_moment
7107,37,USA,f,married,y,affection
2589,33,USA,m,married,n,achievement
13145,30,USA,m,single,n,achievement
6240,23,IND,m,single,n,affection
6797,34,USA,m,single,n,bonding
7107,37,USA,f,married,y,affection
2589,33,USA,m,married,n,affection
13145,30,USA,m,single,n,bonding
6240,23,IND,m,single,n,bonding
6797,34,USA,m,single,n,achievement
7107,37,USA,f,married,y,affection
2589,33,USA,m,married,n,achievement
13145,30,USA,m,single,n,achievement
10205,30,USA,m,married,y,affection
10205,30,USA,m,married,y,achievement
10205,30,USA,m,married,y,achievement
4059,24,IND,m,single,n,achievement
3122,35,USA,f,married,y,affection
4382,25,USA,m,single,n,affection
4059,24,IND,m,single,n,achievement
3122,35,USA,f,married,y,affection
4382,25,USA,m,single,n,enjoy_the_moment
4059,24,IND,m,single,n,bonding
3122,35,USA,f,married,y,achievement
4382,25,USA,m,single,n,exercise
2968,22,USA,f,single,n,achievement
2968,22,USA,f,single,n,affection
2968,22,USA,f,single,n,achievement
2826,41,USA,m,single,n,bonding
2826,41,USA,m,single,n,affection
2826,41,USA,m,single,n,achievement
12641,23,USA,f,single,n,achievement
12641,23,USA,f,single,n,affection
12641,23,USA,f,single,n,achievement
12463,20,USA,m,single,n,achievement
2279,33,USA,f,single,n,achievement
10669,27,USA,m,single,n,enjoy_the_moment
12463,20,USA,m,single,n,achievement
2279,33,USA,f,single,n,leisure
10669,27,USA,m,single,n,leisure
12463,20,USA,m,single,n,exercise
2279,33,USA,f,single,n,achievement
10669,27,USA,m,single,n,bonding
4059,24,IND,m,single,n,bonding
4059,24,IND,m,single,n,achievement
4059,24,IND,m,single,n,affection
9425,26,USA,f,married,n,affection
8883,26,USA,f,single,n,achievement
9425,26,USA,f,married,n,affection
8883,26,USA,f,single,n,achievement
9425,26,USA,f,married,n,bonding
8883,26,USA,f,single,n,achievement
2968,22,USA,f,single,n,achievement
2968,22,USA,f,single,n,bonding
2968,22,USA,f,single,n,achievement
2968,22,USA,f,single,n,affection
2968,22,USA,f,single,n,achievement
2968,22,USA,f,single,n,nature
3122,35,USA,f,married,y,affection
6850,26,USA,m,single,n,enjoy_the_moment
3773,50,USA,f,divorced,y,achievement
13070,27,USA,f,single,n,enjoy_the_moment
3122,35,USA,f,married,y,affection
6850,26,USA,m,single,n,achievement
3773,50,USA,f,divorced,y,achievement
13070,27,USA,f,single,n,nature
3122,35,USA,f,married,y,affection
6850,26,USA,m,single,n,enjoy_the_moment
3773,50,USA,f,divorced,y,enjoy_the_moment
13070,27,USA,f,single,n,enjoy_the_moment
11960,35,USA,f,single,y,affection
5180,27,IND,f,single,n,affection
11960,35,USA,f,single,y,affection
5180,27,IND,f,single,n,affection
11960,35,USA,f,single,y,affection
5180,27,IND,f,single,n,bonding
13224,25,IND,m,single,n,achievement
13224,25,IND,m,single,n,achievement
13224,25,IND,m,single,n,leisure
3451,27,USA,f,single,n,affection
4946,29,USA,f,married,y,affection
3451,27,USA,f,single,n,affection
4946,29,USA,f,married,y,enjoy_the_moment
3451,27,USA,f,single,n,achievement
4946,29,USA,f,married,y,achievement
11068,35,USA,f,single,n,bonding
8392,44,USA,f,separated,n,enjoy_the_moment
2702,26,GRC,m,single,n,achievement
11068,35,USA,f,single,n,affection
8392,44,USA,f,separated,n,affection
2702,26,GRC,m,single,n,bonding
11068,35,USA,f,single,n,affection
8392,44,USA,f,separated,n,affection
2702,26,GRC,m,single,n,enjoy_the_moment
2702,26,GRC,m,single,n,bonding
2702,26,GRC,m,single,n,bonding
2702,26,GRC,m,single,n,achievement
2702,26,GRC,m,single,n,bonding
3902,50,JAM,m,married,n,affection
7480,48,USA,m,married,y,affection
2702,26,GRC,m,single,n,enjoy_the_moment
3902,50,JAM,m,married,n,bonding
7480,48,USA,m,married,y,affection
2702,26,GRC,m,single,n,enjoy_the_moment
3902,50,JAM,m,married,n,affection
7480,48,USA,m,married,y,affection
2403,43,USA,f,single,n,affection
2654,48,USA,f,divorced,y,achievement
2403,43,USA,f,single,n,affection
2654,48,USA,f,divorced,y,achievement
2403,43,USA,f,single,n,affection
2654,48,USA,f,divorced,y,enjoy_the_moment
4511,27,USA,m,married,y,affection
3141,28,USA,m,single,n,affection
10003,22,USA,m,single,n,affection
4511,27,USA,m,married,y,affection
3141,28,USA,m,single,n,bonding
10003,22,USA,m,single,n,achievement
4511,27,USA,m,married,y,affection
3141,28,USA,m,single,n,affection
10003,22,USA,m,single,n,achievement
9458,30,USA,m,single,n,affection
2805,27,NZL,m,single,n,affection
4511,27,USA,m,married,y,affection
9458,30,USA,m,single,n,leisure
2805,27,NZL,m,single,n,achievement
4511,27,USA,m,married,y,affection
9458,30,USA,m,single,n,enjoy_the_moment
2805,27,NZL,m,single,n,enjoy_the_moment
4511,27,USA,m,married,y,achievement
3141,28,USA,m,single,n,achievement
2805,27,NZL,m,single,n,enjoy_the_moment
13414,29,USA,m,married,y,affection
7546,26,USA,f,single,n,affection
3141,28,USA,m,single,n,enjoy_the_moment
2805,27,NZL,m,single,n,achievement
13414,29,USA,m,married,y,achievement
7546,26,USA,f,single,n,leisure
3141,28,USA,m,single,n,affection
2805,27,NZL,m,single,n,achievement
13414,29,USA,m,married,y,achievement
7546,26,USA,f,single,n,bonding
2805,27,NZL,m,single,n,enjoy_the_moment
2805,27,NZL,m,single,n,enjoy_the_moment
2805,27,NZL,m,single,n,achievement
3141,28,USA,m,single,n,affection
4127,54,USA,f,married,y,affection
3298,31,USA,f,married,n,affection
3141,28,USA,m,single,n,achievement
4127,54,USA,f,married,y,affection
3298,31,USA,f,married,n,enjoy_the_moment
3141,28,USA,m,single,n,affection
4127,54,USA,f,married,y,nature
3298,31,USA,f,married,n,achievement
3047,27,USA,m,married,n,leisure
3047,27,USA,m,married,n,affection
3047,27,USA,m,married,n,enjoy_the_moment
5423,24,USA,m,single,n,affection
4812,25,IND,m,single,n,bonding
11356,33,IND,f,married,y,affection
4946,29,USA,f,married,y,affection
6619,28,USA,f,single,n,achievement
10909,34,USA,f,single,n,affection
12615,39,USA,m,married,y,affection
3562,30,USA,f,single,n,affection
5423,24,USA,m,single,n,bonding
4812,25,IND,m,single,n,achievement
11356,33,IND,f,married,y,affection
4946,29,USA,f,married,y,affection
6619,28,USA,f,single,n,affection
10909,34,USA,f,single,n,achievement
12615,39,USA,m,married,y,affection
3562,30,USA,f,single,n,bonding
5423,24,USA,m,single,n,bonding
4812,25,IND,m,single,n,enjoy_the_moment
11356,33,IND,f,married,y,achievement
4946,29,USA,f,married,y,achievement
6619,28,USA,f,single,n,achievement
10909,34,USA,f,single,n,bonding
12615,39,USA,m,married,y,achievement
3562,30,USA,f,single,n,affection
4812,25,IND,m,single,n,bonding
5342,45,USA,m,married,y,achievement
3066,33,USA,m,single,n,achievement
13778,24,USA,f,single,n,affection
4812,25,IND,m,single,n,achievement
5342,45,USA,m,married,y,exercise
3066,33,USA,m,single,n,achievement
13778,24,USA,f,single,n,achievement
4812,25,IND,m,single,n,enjoy_the_moment
5342,45,USA,m,married,y,achievement
3066,33,USA,m,single,n,bonding
13778,24,USA,f,single,n,affection
5470,24,USA,m,single,y,leisure
10040,19,USA,f,single,n,achievement
11719,18,USA,m,single,n,bonding
5470,24,USA,m,single,y,affection
10040,19,USA,f,single,n,bonding
11719,18,USA,m,single,n,affection
5470,24,USA,m,single,y,achievement
10040,19,USA,f,single,n,achievement
11719,18,USA,m,single,n,achievement
2473,41,USA,m,divorced,n,affection
2473,41,USA,m,divorced,n,affection
2473,41,USA,m,divorced,n,achievement
3047,27,USA,m,married,n,affection
3047,27,USA,m,married,n,affection
3047,27,USA,m,married,n,affection
3066,33,USA,m,single,n,achievement
3047,27,USA,m,married,n,achievement
3066,33,USA,m,single,n,achievement
3047,27,USA,m,married,n,enjoy_the_moment
3066,33,USA,m,single,n,affection
3047,27,USA,m,married,n,bonding
3687,22,IND,m,single,n,affection
3687,22,IND,m,single,n,achievement
3687,22,IND,m,single,n,affection
6709,26,USA,f,single,n,achievement
9452,46,USA,m,married,y,affection
6709,26,USA,f,single,n,affection
9452,46,USA,m,married,y,bonding
6709,26,USA,f,single,n,achievement
9452,46,USA,m,married,y,achievement
3952,31,USA,f,single,n,enjoy_the_moment
3687,22,IND,m,single,n,affection
12381,44,IND,f,married,y,affection
11821,37,USA,f,single,n,achievement
3952,31,USA,f,single,n,achievement
3687,22,IND,m,single,n,enjoy_the_moment
12381,44,IND,f,married,y,achievement
11821,37,USA,f,single,n,affection
3952,31,USA,f,single,n,leisure
3687,22,IND,m,single,n,affection
12381,44,IND,f,married,y,affection
11821,37,USA,f,single,n,affection
13354,23,USA,m,single,n,achievement
2473,41,USA,m,divorced,n,affection
13354,23,USA,m,single,n,leisure
2473,41,USA,m,divorced,n,affection
13354,23,USA,m,single,n,achievement
2473,41,USA,m,divorced,n,enjoy_the_moment
9028,21,USA,m,single,n,achievement
9028,21,USA,m,single,n,affection
9028,21,USA,m,single,n,bonding
6811,32,USA,m,divorced,n,affection
6811,32,USA,m,divorced,n,achievement
6811,32,USA,m,divorced,n,bonding
5342,45,USA,m,married,y,affection
3902,50,JAM,m,married,n,achievement
5342,45,USA,m,married,y,affection
3902,50,JAM,m,married,n,achievement
5342,45,USA,m,married,y,affection
3902,50,JAM,m,married,n,enjoy_the_moment
6873,33,USA,f,married,y,affection
6873,33,USA,f,married,y,affection
6873,33,USA,f,married,y,affection
13814,34,USA,f,married,y,affection
13814,34,USA,f,married,y,affection
13814,34,USA,f,married,y,affection
12759,44,USA,f,married,y,achievement
3562,30,USA,f,single,n,achievement
12759,44,USA,f,married,y,bonding
3562,30,USA,f,single,n,affection
12759,44,USA,f,married,y,achievement
3562,30,USA,f,single,n,affection
3051,53,USA,m,married,y,affection
3254,56,USA,f,married,n,bonding
2305,42,USA,m,married,n,affection
3051,53,USA,m,married,y,achievement
3254,56,USA,f,married,n,achievement
2305,42,USA,m,married,n,leisure
3051,53,USA,m,married,y,affection
3254,56,USA,f,married,n,enjoy_the_moment
2305,42,USA,m,married,n,achievement
12487,22,USA,f,separated,y,affection
5067,36,USA,f,married,y,affection
12487,22,USA,f,separated,y,affection
5067,36,USA,f,married,y,achievement
12487,22,USA,f,separated,y,affection
5067,36,USA,f,married,y,enjoy_the_moment
11761,25,USA,f,single,n,affection
11761,25,USA,f,single,n,bonding
11761,25,USA,f,single,n,leisure
9095,54,USA,m,married,y,achievement
4633,34,USA,f,married,y,achievement
2164,24,USA,m,single,n,achievement
9373,39,ETH,f,married,y,achievement
9095,54,USA,m,married,y,affection
4633,34,USA,f,married,y,exercise
2164,24,USA,m,single,n,bonding
9373,39,ETH,f,married,y,affection
9095,54,USA,m,married,y,achievement
4633,34,USA,f,married,y,achievement
2164,24,USA,m,single,n,enjoy_the_moment
9373,39,ETH,f,married,y,affection
3051,53,USA,m,married,y,affection
3051,53,USA,m,married,y,affection
3051,53,USA,m,married,y,exercise
2770,46,USA,f,married,y,achievement
5067,36,USA,f,married,y,bonding
2770,46,USA,f,married,y,achievement
5067,36,USA,f,married,y,affection
2770,46,USA,f,married,y,affection
5067,36,USA,f,married,y,enjoy_the_moment
2770,46,USA,f,married,y,affection
6222,23,USA,f,married,n,achievement
9282,51,USA,f,divorced,y,achievement
3619,30,CAN,f,separated,y,affection
2770,46,USA,f,married,y,affection
6222,23,USA,f,married,n,achievement
9282,51,USA,f,divorced,y,affection
3619,30,CAN,f,separated,y,achievement
2770,46,USA,f,married,y,affection
6222,23,USA,f,married,n,affection
9282,51,USA,f,divorced,y,achievement
3619,30,CAN,f,separated,y,nature
3619,30,CAN,f,separated,y,achievement
3619,30,CAN,f,separated,y,affection
3619,30,CAN,f,separated,y,enjoy_the_moment
2770,46,USA,f,married,y,affection
2770,46,USA,f,married,y,affection
2770,46,USA,f,married,y,affection
4023,51,USA,f,divorced,y,affection
8566,24,USA,m,single,n,achievement
3254,56,USA,f,married,n,achievement
4940,26,USA,f,single,n,affection
7930,20,USA,m,single,n,affection
11929,25,USA,m,single,n,achievement
4023,51,USA,f,divorced,y,affection
8566,24,USA,m,single,n,achievement
3254,56,USA,f,married,n,achievement
4940,26,USA,f,single,n,affection
7930,20,USA,m,single,n,achievement
11929,25,USA,m,single,n,affection
4023,51,USA,f,divorced,y,achievement
8566,24,USA,m,single,n,affection
3254,56,USA,f,married,n,achievement
4940,26,USA,f,single,n,affection
7930,20,USA,m,single,n,bonding
11929,25,USA,m,single,n,achievement
8262,51,USA,m,single,n,affection
3051,53,USA,m,married,y,bonding
4940,26,USA,f,single,n,affection
12400,24,USA,m,single,y,affection
8262,51,USA,m,single,n,achievement
3051,53,USA,m,married,y,achievement
4940,26,USA,f,single,n,achievement
12400,24,USA,m,single,y,affection
8262,51,USA,m,single,n,enjoy_the_moment
3051,53,USA,m,married,y,achievement
4940,26,USA,f,single,n,affection
12400,24,USA,m,single,y,enjoy_the_moment
3779,54,USA,f,separated,y,achievement
6882,25,IND,m,single,n,affection
13153,47,USA,f,divorced,y,affection
3779,54,USA,f,separated,y,achievement
6882,25,IND,m,single,n,affection
13153,47,USA,f,divorced,y,achievement
3779,54,USA,f,separated,y,achievement
6882,25,IND,m,single,n,affection
13153,47,USA,f,divorced,y,affection
10425,21,USA,m,single,n,affection
2861,32,IND,m,married,y,achievement
10425,21,USA,m,single,n,affection
2861,32,IND,m,married,y,bonding
10425,21,USA,m,single,n,affection
2861,32,IND,m,married,y,achievement
7515,28,USA,m,single,n,bonding
5249,26,ASM,f,married,y,achievement
7515,28,USA,m,single,n,achievement
5249,26,ASM,f,married,y,affection
7515,28,USA,m,single,n,enjoy_the_moment
5249,26,ASM,f,married,y,leisure
6841,34,USA,f,single,n,affection
11296,27,USA,m,single,n,affection
6841,34,USA,f,single,n,achievement
11296,27,USA,m,single,n,achievement
6841,34,USA,f,single,n,affection
11296,27,USA,m,single,n,affection
3779,54,USA,f,separated,y,achievement
3779,54,USA,f,separated,y,affection
3779,54,USA,f,separated,y,achievement
6765,20,USA,f,single,n,achievement
5997,31,USA,f,single,n,bonding
2861,32,IND,m,married,y,bonding
5249,26,ASM,f,married,y,achievement
6765,20,USA,f,single,n,enjoy_the_moment
5997,31,USA,f,single,n,affection
2861,32,IND,m,married,y,affection
5249,26,ASM,f,married,y,achievement
6765,20,USA,f,single,n,bonding
5997,31,USA,f,single,n,affection
2861,32,IND,m,married,y,achievement
5249,26,ASM,f,married,y,achievement
10475,29,USA,f,single,n,achievement
7260,23,USA,f,single,n,achievement
10475,29,USA,f,single,n,enjoy_the_moment
7260,23,USA,f,single,n,achievement
10475,29,USA,f,single,n,bonding
7260,23,USA,f,single,n,achievement
4589,19,USA,f,single,n,bonding
5715,24,USA,f,single,n,nature
4589,19,USA,f,single,n,bonding
5715,24,USA,f,single,n,affection
4589,19,USA,f,single,n,enjoy_the_moment
5715,24,USA,f,single,n,enjoy_the_moment
9274,32,USA,f,married,n,achievement
9274,32,USA,f,married,n,achievement
9274,32,USA,f,married,n,achievement
9316,32,USA,m,married,y,achievement
9316,32,USA,m,married,y,affection
9316,32,USA,m,married,y,achievement
4633,34,USA,f,married,y,affection
8951,22,USA,m,single,n,affection
4633,34,USA,f,married,y,achievement
8951,22,USA,m,single,n,achievement
4633,34,USA,f,married,y,achievement
8951,22,USA,m,single,n,achievement
4589,19,USA,f,single,n,leisure
4589,19,USA,f,single,n,exercise
4589,19,USA,f,single,n,leisure
13330,28,USA,f,married,y,affection
13330,28,USA,f,married,y,affection
13330,28,USA,f,married,y,affection
9904,30,USA,m,married,y,affection
2164,24,USA,m,single,n,achievement
7897,22,USA,f,single,n,achievement
9904,30,USA,m,married,y,enjoy_the_moment
2164,24,USA,m,single,n,affection
7897,22,USA,f,single,n,achievement
9904,30,USA,m,married,y,bonding
2164,24,USA,m,single,n,achievement
7897,22,USA,f,single,n,achievement
2305,42,USA,m,married,n,enjoy_the_moment
9114,31,USA,m,married,y,affection
6703,28,USA,m,married,y,leisure
2305,42,USA,m,married,n,achievement
9114,31,USA,m,married,y,enjoy_the_moment
6703,28,USA,m,married,y,achievement
2305,42,USA,m,married,n,leisure
9114,31,USA,m,married,y,nature
6703,28,USA,m,married,y,achievement
7095,27,USA,m,single,n,achievement
12724,32,GBR,f,married,y,affection
6217,19,IND,m,single,n,achievement
7095,27,USA,m,single,n,bonding
12724,32,GBR,f,married,y,affection
6217,19,IND,m,single,n,achievement
7095,27,USA,m,single,n,achievement
12724,32,GBR,f,married,y,affection
6217,19,IND,m,single,n,enjoy_the_moment
2861,32,IND,m,married,y,enjoy_the_moment
2861,32,IND,m,married,y,enjoy_the_moment
2861,32,IND,m,married,y,enjoy_the_moment
2078,33,USA,m,married,y,achievement
3615,23,USA,m,married,y,achievement
2078,33,USA,m,married,y,affection
3615,23,USA,m,married,y,enjoy_the_moment
2078,33,USA,m,married,y,affection
3615,23,USA,m,married,y,enjoy_the_moment
13804,46,USA,m,single,n,achievement
3615,23,USA,m,married,y,affection
13804,46,USA,m,single,n,achievement
3615,23,USA,m,married,y,affection
13804,46,USA,m,single,n,nature
3615,23,USA,m,married,y,enjoy_the_moment
2783,26,USA,f,single,n,bonding
2783,26,USA,f,single,n,enjoy_the_moment
2783,26,USA,f,single,n,affection
7972,55,USA,m,single,n,affection
2078,33,USA,m,married,y,affection
7972,55,USA,m,single,n,affection
2078,33,USA,m,married,y,achievement
7972,55,USA,m,single,n,achievement
2078,33,USA,m,married,y,enjoy_the_moment
7645,36,USA,f,married,y,achievement
11767,34,USA,m,single,n,affection
2783,26,USA,f,single,n,achievement
7645,36,USA,f,married,y,enjoy_the_moment
11767,34,USA,m,single,n,achievement
2783,26,USA,f,single,n,affection
7645,36,USA,f,married,y,affection
11767,34,USA,m,single,n,leisure
2783,26,USA,f,single,n,achievement
13320,30,VEN,m,single,n,affection
13672,27,USA,m,single,n,affection
13320,30,VEN,m,single,n,achievement
13672,27,USA,m,single,n,bonding
13320,30,VEN,m,single,n,affection
13672,27,USA,m,single,n,achievement
13235,19,USA,m,single,n,exercise
6505,26,USA,m,single,n,achievement
13235,19,USA,m,single,n,exercise
6505,26,USA,m,single,n,bonding
13235,19,USA,m,single,n,exercise
6505,26,USA,m,single,n,exercise
2783,26,USA,f,single,n,enjoy_the_moment
2783,26,USA,f,single,n,enjoy_the_moment
2783,26,USA,f,single,n,achievement
12318,25,USA,f,single,y,affection
2107,30,IND,m,married,y,enjoy_the_moment
3114,36,USA,f,married,n,affection
10163,28,USA,f,single,y,affection
12318,25,USA,f,single,y,achievement
2107,30,IND,m,married,y,enjoy_the_moment
3114,36,USA,f,married,n,enjoy_the_moment
10163,28,USA,f,single,y,affection
12318,25,USA,f,single,y,achievement
2107,30,IND,m,married,y,achievement
3114,36,USA,f,married,n,enjoy_the_moment
10163,28,USA,f,single,y,achievement
10200,22,USA,f,single,n,achievement
5945,27,USA,f,married,n,achievement
2688,37,USA,f,married,y,achievement
4587,20,UMI,m,single,n,affection
8945,31,USA,f,married,y,achievement
3620,34,USA,m,divorced,y,affection
2269,35,USA,f,single,n,nature
10200,22,USA,f,single,n,enjoy_the_moment
5945,27,USA,f,married,n,achievement
2688,37,USA,f,married,y,enjoy_the_moment
4587,20,UMI,m,single,n,achievement
8945,31,USA,f,married,y,affection
3620,34,USA,m,divorced,y,affection
2269,35,USA,f,single,n,affection
10200,22,USA,f,single,n,bonding
5945,27,USA,f,married,n,achievement
2688,37,USA,f,married,y,enjoy_the_moment
4587,20,UMI,m,single,n,achievement
8945,31,USA,f,married,y,affection
3620,34,USA,m,divorced,y,achievement
2269,35,USA,f,single,n,bonding
10246,32,USA,m,married,y,affection
2688,37,USA,f,married,y,nature
12359,40,USA,f,divorced,y,bonding
4587,20,UMI,m,single,n,affection
4912,28,USA,f,single,n,achievement
10246,32,USA,m,married,y,affection
2688,37,USA,f,married,y,achievement
12359,40,USA,f,divorced,y,affection
4587,20,UMI,m,single,n,achievement
4912,28,USA,f,single,n,achievement
10246,32,USA,m,married,y,bonding
2688,37,USA,f,married,y,affection
12359,40,USA,f,divorced,y,enjoy_the_moment
4587,20,UMI,m,single,n,achievement
4912,28,USA,f,single,n,achievement
3114,36,USA,f,married,n,bonding
2598,25,USA,f,single,n,affection
3114,36,USA,f,married,n,enjoy_the_moment
2598,25,USA,f,single,n,achievement
3114,36,USA,f,married,n,achievement
2598,25,USA,f,single,n,achievement
9014,28,USA,f,married,y,affection
2972,23,IND,f,married,n,achievement
9014,28,USA,f,married,y,bonding
2972,23,IND,f,married,n,achievement
9014,28,USA,f,married,y,enjoy_the_moment
2972,23,IND,f,married,n,affection
9118,26,USA,m,single,n,affection
4912,28,USA,f,single,n,achievement
9118,26,USA,m,single,n,affection
4912,28,USA,f,single,n,achievement
9118,26,USA,m,single,n,achievement
4912,28,USA,f,single,n,achievement
7451,33,USA,m,married,n,affection
2972,23,IND,f,married,n,achievement
7451,33,USA,m,married,n,affection
2972,23,IND,f,married,n,achievement
7451,33,USA,m,married,n,affection
2972,23,IND,f,married,n,achievement
4571,24,USA,m,single,n,bonding
4480,36,IND,f,married,y,affection
4571,24,USA,m,single,n,achievement
4480,36,IND,f,married,y,achievement
4571,24,USA,m,single,n,achievement
4480,36,IND,f,married,y,achievement
3114,36,USA,f,married,n,affection
6829,22,USA,f,single,n,bonding
3114,36,USA,f,married,n,leisure
6829,22,USA,f,single,n,affection
3114,36,USA,f,married,n,achievement
6829,22,USA,f,single,n,achievement
6768,54,USA,f,married,y,affection
6768,54,USA,f,married,y,affection
6768,54,USA,f,married,y,affection
11098,35,USA,f,separated,n,nature
2598,25,USA,f,single,n,affection
11098,35,USA,f,separated,n,leisure
2598,25,USA,f,single,n,achievement
11098,35,USA,f,separated,n,achievement
2598,25,USA,f,single,n,affection
2078,33,USA,m,married,y,affection
2078,33,USA,m,married,y,achievement
2078,33,USA,m,married,y,achievement
2598,25,USA,f,single,n,bonding
4571,24,USA,m,single,n,achievement
2598,25,USA,f,single,n,affection
4571,24,USA,m,single,n,achievement
2598,25,USA,f,single,n,achievement
4571,24,USA,m,single,n,bonding
11811,29,USA,f,married,y,affection
11811,29,USA,f,married,y,achievement
11811,29,USA,f,married,y,affection
2972,23,IND,f,married,n,achievement
5216,40,USA,m,single,y,bonding
2972,23,IND,f,married,n,affection
