wid,age,gender,marital,parenthood,predicted_category
5319,31,f,single,y,achievement
5320,55,f,single,y,achievement
5321,27,f,single,y,achievement
5322,26,m,single,y,achievement
5323,23,m,single,n,achievement
5324,26,f,single,n,affection
5325,34,f,married,y,achievement
5326,35,m,married,y,achievement
5327,24,m,single,n,achievement
5328,49,f,married,n,achievement
5329,29,f,married,y,affection
5330,32,f,single,y,achievement
5331,28,m,married,y,achievement
5332,33,f,single,n,achievement
5333,29,f,married,y,affection
5336,30,f,married,y,achievement
5341,51,m,married,y,affection
5342,45,m,married,y,achievement
5343,33,f,married,y,achievement
5347,42,m,married,y,affection
5349,31,m,single,n,achievement
5350,31,m,married,y,affection
5351,49,f,married,y,affection
5352,39,f,married,y,achievement
5353,28,f,married,y,affection
5354,27,f,single,n,achievement
5355,19,m,single,n,affection
5356,25,f,single,n,achievement
5357,27,m,single,n,achievement
5359,20,f,single,n,achievement
5360,32,f,married,y,affection
5361,26,m,single,n,affection
5362,33,f,married,n,affection
5363,19,m,single,n,achievement
5364,28,m,single,n,achievement
5367,27,f,single,n,achievement
5368,40,f,married,y,achievement
5370,38,f,single,y,affection
5373,28,m,single,n,achievement
5374,30,f,single,n,achievement
5375,39,m,married,y,affection
5376,54,f,married,n,affection
5377,23,f,single,n,achievement
5378,31,f,single,n,achievement
5379,32,m,single,n,affection
5380,30,f,married,y,achievement
5381,35,f,married,y,achievement
5382,26,f,married,y,affection
5383,36,f,married,y,affection
5386,31,m,single,n,achievement
5387,41,f,married,y,affection
5388,24,f,single,n,achievement
5389,45,m,single,n,achievement
5393,28,m,single,n,achievement
5395,25,m,single,n,achievement
5397,32,m,single,n,affection
5398,20,f,single,n,achievement
5400,25,f,married,y,achievement
5402,36,f,married,y,affection
5403,25,f,single,n,achievement
5406,34,m,married,y,affection
5407,31,m,married,n,achievement
5409,22,f,single,n,achievement
5410,25,f,single,n,affection
5411,40,f,married,y,achievement
5416,28,m,single,n,affection
5417,26,m,single,n,achievement
5418,28,m,single,n,affection
5419,24,f,single,n,achievement
5420,35,f,married,n,affection
5422,20,f,single,n,achievement
5423,24,m,single,n,affection
5424,20,m,single,n,achievement
5425,44,f,single,n,achievement
5428,35,m,married,y,achievement
5430,19,m,single,n,affection
5431,23,f,married,y,achievement
5432,27,f,married,y,achievement
5434,20,m,single,n,achievement
5436,18,m,single,n,achievement
5437,20,m,single,n,achievement
5438,31,f,single,y,achievement
5439,23,m,single,n,affection
5440,31,f,married,y,achievement
5441,50,f,single,n,achievement
5442,30,f,married,y,affection
5443,28,m,single,n,affection
5444,21,m,single,n,achievement
5448,27,m,married,n,achievement
5449,24,f,married,y,affection
5451,28,m,married,y,achievement
5456,32,m,married,y,achievement
5458,27,m,single,n,affection
5459,24,m,married,n,achievement
5460,42,m,married,y,achievement
5461,22,m,single,n,achievement
5462,31,m,single,n,affection
5464,34,f,single,y,achievement
5465,21,m,single,n,affection
5466,19,m,single,n,achievement
5470,24,m,single,y,achievement
5471,38,m,married,y,affection
5472,27,m,single,n,affection
5473,32,f,married,y,affection
5474,30,f,married,y,achievement
5480,34,f,married,y,affection
5481,28,f,single,n,achievement
5482,20,f,single,n,achievement
5483,43,m,married,y,achievement
5485,35,f,married,y,affection
5488,25,m,single,n,achievement
5491,22,f,single,n,achievement
5493,28,m,single,n,achievement
5495,26,m,single,n,achievement
5496,31,f,single,y,affection
5498,24,m,single,n,achievement
5499,30,f,single,n,achievement
5500,41,m,married,n,achievement
5501,20,f,single,n,achievement
5502,32,m,single,n,affection
5505,38,f,married,y,affection
5506,30,f,married,n,affection
5510,20,m,single,n,achievement
5513,54,f,married,y,affection
5515,55,f,single,y,achievement
5516,27,m,single,n,affection
5518,27,m,married,y,affection
5521,27,f,married,y,achievement
5523,24,f,married,n,affection
5524,50,f,married,y,affection
5529,33,f,married,y,achievement
5530,26,m,single,n,achievement
5531,27,f,single,n,achievement
5533,29,m,single,n,achievement
5538,25,f,single,n,achievement
5540,33,m,married,n,achievement
5541,24,m,single,n,achievement
5544,46,f,single,y,achievement
5546,49,m,single,n,achievement
5547,34,f,married,y,affection
5548,27,f,single,n,achievement
5549,42,f,married,y,achievement
5553,27,m,single,n,affection
5555,28,m,single,n,achievement
5557,36,f,married,y,achievement
5561,33,f,single,n,affection
5562,51,m,married,y,achievement
5567,35,f,married,y,affection
5568,25,m,married,y,affection
5571,21,f,single,n,achievement
5572,20,m,single,n,achievement
5574,21,f,single,n,affection
5576,32,f,married,n,achievement
5577,22,m,single,n,achievement
5578,22,m,single,n,achievement
5580,33,f,married,y,achievement
5581,27,f,married,y,achievement
5582,41,f,married,n,achievement
5585,22,m,single,n,achievement
5587,39,f,married,y,affection
5588,21,f,single,n,affection
5591,31,f,married,n,achievement
5593,20,f,single,n,achievement
5594,22,f,single,n,achievement
5596,23,m,single,n,achievement
5598,42,f,single,y,affection
5599,22,f,single,n,achievement
5600,48,m,married,y,achievement
5601,32,f,married,y,affection
5602,25,m,married,y,affection
5603,23,f,married,n,achievement
5604,22,m,single,n,achievement
5606,28,f,single,n,achievement
5608,28,m,single,n,affection
5615,25,f,single,n,achievement
5616,22,m,single,n,affection
5617,26,m,single,n,achievement
5618,22,m,single,n,achievement
5619,18,f,single,n,affection
5620,36,m,married,y,affection
5621,41,m,single,n,achievement
5623,45,m,single,n,achievement
5624,27,m,single,n,achievement
5626,22,m,single,n,achievement
5629,49,f,married,y,achievement
5630,23,m,single,n,affection
5631,42,m,married,y,achievement
5633,35,f,married,y,affection
5634,33,f,single,y,achievement
5635,34,m,married,n,achievement
5637,30,m,married,y,affection
5638,52,m,single,n,achievement
5640,37,f,married,y,affection
5641,29,f,married,y,affection
5649,35,m,single,n,affection
5650,24,f,married,n,achievement
5651,37,f,married,y,achievement
5653,30,m,single,n,achievement
5654,32,m,single,y,achievement
5656,26,m,married,n,achievement
5657,18,m,single,n,achievement
5659,21,m,single,n,achievement
5660,23,m,single,n,achievement
5663,34,f,single,n,achievement
5665,32,f,single,n,achievement
5668,29,m,single,n,affection
5669,31,m,married,y,affection
5671,34,m,single,n,achievement
5673,32,m,single,n,achievement
5674,49,m,single,n,achievement
5675,19,m,single,n,achievement
5677,45,f,single,y,achievement
5678,23,f,married,y,achievement
5681,45,m,single,y,achievement
5685,29,f,married,y,affection
5687,30,f,married,y,affection
5691,48,f,single,y,affection
5692,55,f,married,y,achievement
5693,28,m,single,n,achievement
5701,38,f,married,n,achievement
5702,42,m,married,y,achievement
5703,33,f,married,n,achievement
5704,24,f,married,y,affection
5705,29,m,married,y,affection
5707,32,f,married,n,achievement
5708,22,m,single,n,affection
5709,22,m,married,n,achievement
5710,37,m,single,y,achievement
5711,24,f,married,y,affection
5714,37,f,married,y,achievement
5715,24,f,single,n,affection
5716,25,m,single,n,achievement
5717,39,f,single,n,achievement
5718,22,m,single,n,achievement
5719,30,m,married,n,achievement
5722,30,f,married,n,achievement
5724,43,m,single,y,affection
5725,22,m,single,n,achievement
5729,29,f,married,y,affection
5730,32,m,married,y,achievement
5733,23,m,single,n,achievement
5734,27,m,married,n,achievement
5736,26,m,married,n,achievement
5737,26,m,single,n,achievement
5738,54,f,married,y,achievement
5740,31,m,single,n,achievement
5743,29,m,single,n,achievement
5744,33,f,married,y,achievement
5745,28,f,married,y,affection
5747,35,f,single,n,achievement
5748,51,f,single,n,affection
5749,30,f,single,n,achievement
5753,29,f,single,n,achievement
5754,27,f,single,n,achievement
5755,23,m,single,n,achievement
5756,27,m,single,n,achievement
5757,29,f,married,y,affection
5759,24,m,married,n,achievement
5761,36,f,single,y,achievement
5765,38,f,married,y,affection
5766,42,f,single,n,affection
5767,35,f,single,n,affection
5768,36,f,married,y,affection
5769,23,f,single,n,achievement
5770,28,f,married,n,achievement
5772,28,m,single,n,achievement
5773,26,m,married,n,achievement
5774,31,f,married,n,achievement
5776,31,f,single,y,affection
5777,21,f,single,n,affection
5778,33,m,single,y,achievement
5782,23,m,single,n,achievement
5784,35,f,married,y,affection
5785,26,f,single,n,affection
5786,22,m,single,n,achievement
5787,50,f,single,n,achievement
5788,31,m,married,y,achievement
5790,21,f,single,n,achievement
5793,44,f,married,y,achievement
5794,45,f,married,y,achievement
5795,21,m,single,n,affection
5796,41,f,single,n,achievement
5798,26,m,single,n,achievement
5803,25,m,single,n,achievement
5805,43,m,married,y,affection
5806,31,m,married,n,achievement
5807,23,f,single,n,achievement
5810,41,m,married,y,achievement
5811,41,m,married,y,achievement
5812,27,f,married,n,affection
5814,21,m,single,n,achievement
5815,33,f,single,n,achievement
5816,18,f,single,n,achievement
5817,35,m,single,n,achievement
5818,43,f,married,n,achievement
5819,35,m,single,n,achievement
5821,19,m,single,n,achievement
5822,24,f,single,y,achievement
5823,37,m,married,y,affection
5826,44,m,single,n,achievement
5827,21,m,single,n,achievement
5828,30,f,married,n,achievement
5829,26,m,single,n,achievement
5833,35,f,married,y,achievement
5838,25,f,married,n,achievement
5839,30,f,married,y,affection
5840,33,f,married,y,achievement
5842,40,m,single,n,achievement
5843,24,f,married,n,achievement
5847,31,f,married,y,achievement
5848,35,f,single,y,achievement
5849,33,f,married,y,achievement
5850,32,f,married,y,achievement
5851,43,m,married,y,achievement
5854,28,m,married,n,achievement
5855,36,m,married,y,achievement
5856,24,f,single,n,affection
5857,49,m,married,n,achievement
5859,20,m,single,n,affection
5860,38,m,married,n,affection
5861,51,f,married,y,affection
5866,27,m,married,y,achievement
5869,52,f,married,y,achievement
5872,23,f,single,n,achievement
5874,27,f,married,y,achievement
5876,38,f,married,y,affection
5878,40,f,married,y,affection
5879,31,m,single,n,achievement
5880,54,m,married,y,affection
5881,34,f,married,y,achievement
5883,26,m,married,n,affection
5884,29,f,married,y,affection
5887,29,f,single,n,achievement
5888,33,f,married,y,achievement
5889,25,m,married,n,affection
5891,29,m,married,n,achievement
5892,30,m,married,y,affection
5893,31,m,married,n,achievement
5894,31,m,single,n,achievement
5897,36,f,single,n,achievement
5900,27,f,married,y,affection
5901,33,f,married,n,achievement
5903,23,m,single,n,affection
5904,34,m,married,y,achievement
5905,28,f,married,n,achievement
5906,36,f,married,y,achievement
5907,24,f,single,n,achievement
5908,22,f,single,n,achievement
5910,32,f,single,y,affection
5911,36,m,married,y,achievement
5912,21,m,single,n,affection
5914,22,f,single,n,achievement
5916,30,m,single,n,achievement
5917,33,f,married,y,affection
5918,30,f,single,y,achievement
5919,35,f,married,y,achievement
5921,20,m,single,n,achievement
5922,25,m,single,n,achievement
5923,55,f,married,y,affection
5925,33,f,married,y,achievement
5926,24,f,single,n,achievement
5927,29,m,married,n,achievement
5928,36,m,married,y,achievement
5929,19,m,single,n,achievement
5930,31,m,single,n,achievement
5931,21,f,single,n,achievement
5932,47,m,married,y,affection
5933,33,m,married,n,affection
5934,26,m,single,n,achievement
5935,30,f,married,y,achievement
5938,20,f,single,n,affection
5940,46,m,married,y,achievement
5941,36,f,married,y,achievement
5942,27,m,single,n,achievement
5944,31,m,married,y,affection
5945,27,f,married,n,achievement
5947,26,f,single,n,achievement
5948,21,m,single,n,achievement
5949,27,m,married,y,achievement
5954,29,m,single,n,achievement
5955,26,f,single,n,achievement
5957,26,f,married,n,achievement
5959,35,m,married,y,achievement
5960,26,f,married,n,achievement
5961,45,f,married,y,affection
5962,33,f,married,y,affection
5963,30,f,single,n,achievement
5964,27,m,single,n,achievement
5966,22,f,single,n,achievement
5969,27,m,married,n,achievement
5970,28,f,married,y,affection
5972,27,m,married,y,achievement
5973,27,f,single,n,achievement
5974,30,m,married,n,affection
5976,52,f,married,y,achievement
5977,35,m,single,n,achievement
5978,23,m,single,y,achievement
5981,19,m,single,n,achievement
5982,51,f,married,n,affection
5983,22,f,single,n,achievement
5984,40,f,married,y,affection
5986,27,f,married,n,affection
5989,24,f,single,n,achievement
5991,42,f,single,y,affection
5992,35,f,married,y,affection
5993,50,m,single,n,achievement
5994,34,f,married,y,affection
5996,20,f,single,n,achievement
5997,31,f,single,n,affection
6000,27,f,married,y,affection
6002,29,f,married,n,achievement
6003,30,m,married,y,achievement
6004,25,f,single,n,achievement
6005,34,m,married,y,achievement
6006,37,f,married,y,affection
6008,29,m,married,n,achievement
6010,20,f,single,n,achievement
6011,39,m,single,n,achievement
6012,26,m,single,n,achievement
6016,25,m,single,n,achievement
6017,27,m,single,y,achievement
6019,32,f,married,y,affection
6020,41,f,married,y,achievement
6022,23,f,single,n,achievement
6024,40,m,married,y,achievement
6025,40,f,married,y,achievement
6026,33,f,married,y,achievement
6030,38,f,married,n,affection
6031,20,m,single,n,achievement
6033,31,f,married,y,achievement
6037,21,f,single,n,affection
6038,32,m,married,n,achievement
6040,33,m,single,n,affection
6041,23,f,single,n,achievement
6042,31,f,married,n,achievement
6045,26,m,single,n,achievement
6048,39,f,married,y,achievement
6049,23,f,married,y,affection
6051,21,f,single,n,achievement
6053,24,f,single,n,affection
6054,28,m,married,y,achievement
6056,50,f,married,y,achievement
6058,38,f,married,y,achievement
6059,22,f,single,n,achievement
6060,34,m,single,y,achievement
6061,37,m,single,n,affection
6062,21,f,single,n,achievement
6065,30,f,single,n,achievement
6066,38,f,married,n,achievement
6068,25,f,married,n,affection
6070,21,m,single,n,achievement
6071,26,f,married,y,achievement
6074,22,f,single,n,achievement
6075,41,m,single,y,affection
6076,44,m,single,n,achievement
6077,33,f,single,y,affection
6079,38,m,single,n,affection
6080,25,m,single,n,achievement
6083,31,m,single,n,achievement
6087,24,f,single,n,affection
6089,51,f,married,y,affection
6092,24,f,married,n,achievement
6093,38,f,single,n,achievement
6095,41,m,married,y,achievement
6096,41,f,married,y,achievement
6098,26,f,single,n,affection
6100,37,f,single,n,achievement
6101,54,f,married,n,achievement
6102,39,f,married,y,affection
6103,35,m,married,n,achievement
6106,46,m,single,y,achievement
6109,29,m,single,n,achievement
6110,22,m,single,n,affection
6112,34,f,single,n,achievement
6113,53,f,married,n,achievement
6116,35,f,married,y,affection
6117,32,m,married,n,affection
6119,25,m,single,n,achievement
6120,33,f,married,y,affection
6121,20,f,single,n,affection
6124,31,m,married,y,achievement
6125,39,f,married,y,achievement
6129,25,m,single,n,achievement
6130,26,m,married,y,achievement
6131,21,m,single,n,achievement
6132,38,f,married,y,affection
6133,31,m,single,n,achievement
6134,29,m,married,y,achievement
6135,19,f,single,n,achievement
6137,45,m,married,y,achievement
6142,29,m,single,n,achievement
6143,33,m,married,y,achievement
6144,26,f,married,y,affection
6145,28,f,married,y,affection
6146,32,f,single,n,achievement
6148,37,m,married,y,achievement
6150,22,m,single,n,achievement
6151,39,f,single,n,achievement
6153,29,m,married,n,achievement
6155,26,m,single,n,affection
6157,26,f,married,y,affection
6160,21,m,single,n,affection
6162,21,m,single,n,achievement
6163,30,m,single,n,achievement
6164,26,m,single,n,achievement
6166,18,m,single,n,achievement
6167,28,m,single,n,achievement
6168,34,f,married,y,affection
6169,31,f,married,y,affection
6174,23,f,single,n,achievement
6177,31,m,single,n,achievement
6178,27,f,single,n,achievement
6180,25,m,single,n,affection
6183,30,f,married,n,achievement
6185,31,f,married,n,affection
6186,31,f,married,y,affection
6187,36,f,married,n,affection
6190,29,f,married,y,affection
6192,30,m,single,n,achievement
6197,25,m,single,n,achievement
6198,23,m,single,n,achievement
6199,42,m,married,y,achievement
6200,27,m,single,n,affection
6201,22,m,single,n,affection
6202,20,m,married,n,achievement
6203,36,f,married,n,achievement
6205,25,m,single,n,achievement
6207,50,m,married,n,achievement
6208,43,f,single,y,affection
6209,43,m,single,y,achievement
6210,27,m,single,n,achievement
6211,24,m,single,y,achievement
6212,27,f,single,n,achievement
6213,19,m,single,n,achievement
6215,32,f,married,y,achievement
6217,19,m,single,n,achievement
6218,32,m,single,n,achievement
6219,28,f,married,y,achievement
6220,31,m,single,n,achievement
6222,23,f,married,n,achievement
6224,28,f,married,y,affection
6230,23,m,single,n,achievement
6231,51,f,married,y,affection
6233,27,f,married,n,achievement
6234,21,f,single,n,achievement
6237,45,f,married,y,achievement
6238,43,f,married,y,achievement
6240,23,m,single,n,affection
6242,25,m,single,n,achievement
6243,26,m,single,n,achievement
6244,28,m,single,n,achievement
6245,32,f,married,y,achievement
6247,20,f,single,n,achievement
6250,24,m,single,n,achievement
6251,34,m,single,n,achievement
6252,18,m,single,n,affection
6255,46,f,married,y,achievement
6256,33,m,single,n,achievement
6257,20,m,single,n,achievement
6259,34,f,single,n,achievement
6260,43,m,married,y,affection
6261,27,m,single,n,achievement
6262,25,m,single,n,achievement
6264,26,m,single,n,achievement
6265,35,f,single,n,achievement
6266,21,m,single,n,achievement
6267,28,m,single,n,achievement
6269,28,f,married,n,achievement
6271,41,m,single,n,achievement
6273,30,m,single,n,achievement
6275,34,f,married,n,achievement
6276,22,m,single,n,achievement
6277,55,f,married,y,achievement
6278,36,f,single,n,affection
6279,22,m,single,n,achievement
6281,38,m,single,n,achievement
6283,29,f,single,n,achievement
6285,39,m,married,n,affection
6286,41,m,married,y,achievement
6287,31,f,married,y,affection
6288,29,m,married,y,achievement
6289,25,f,married,y,achievement
6290,20,f,single,n,affection
6291,26,m,single,n,achievement
6292,27,f,single,n,achievement
6294,30,m,married,n,affection
6295,33,m,single,n,achievement
6298,27,m,single,n,achievement
6300,33,f,single,n,achievement
6301,27,f,married,n,achievement
6302,29,f,single,n,achievement
6303,23,m,single,n,affection
6304,40,m,single,n,achievement
6305,31,m,single,n,achievement
6307,22,m,single,n,affection
6308,24,m,single,n,achievement
6309,25,m,single,n,achievement
6311,23,m,single,n,achievement
6312,28,f,single,n,affection
6314,47,m,married,y,achievement
6315,33,m,married,y,achievement
6318,29,f,single,n,achievement
6319,34,f,married,y,affection
6321,19,f,single,n,achievement
6322,28,f,married,y,achievement
6323,30,f,married,y,achievement
6324,49,f,married,y,achievement
6326,53,f,married,y,achievement
6328,24,m,single,n,affection
6329,38,m,married,y,achievement
6331,39,f,married,y,achievement
6332,26,f,single,n,achievement
6334,51,f,married,y,achievement
6337,26,m,single,n,achievement
6338,27,m,single,n,achievement
6339,37,f,married,y,achievement
6340,29,f,single,n,affection
6341,25,m,single,n,achievement
6342,36,f,single,y,achievement
6344,34,f,married,y,affection
6345,28,f,married,y,affection
6349,25,m,married,n,achievement
6350,22,m,single,n,achievement
6351,36,f,single,n,achievement
6354,53,f,married,y,affection
6355,33,m,married,y,achievement
6357,28,m,single,n,affection
6358,34,f,married,n,affection
6359,25,f,single,n,achievement
6360,25,m,married,y,affection
6361,29,f,single,n,achievement
6364,23,f,married,y,achievement
6365,26,f,single,n,achievement
6369,29,f,single,y,achievement
6370,25,f,single,n,affection
6371,46,m,married,y,achievement
6372,30,m,married,n,affection
6374,33,m,married,y,achievement
6376,33,m,single,n,achievement
6377,28,m,single,n,affection
6379,25,m,single,n,achievement
6382,30,f,married,n,achievement
6383,32,m,married,y,affection
6386,25,f,married,n,achievement
6388,25,m,single,n,achievement
6390,25,f,single,n,achievement
6394,36,f,married,n,achievement
6395,49,m,married,y,achievement
6398,21,m,single,n,achievement
6400,29,m,married,n,achievement
6401,22,f,single,n,achievement
6402,40,f,single,n,affection
6405,21,m,single,n,achievement
6406,29,m,single,n,achievement
6409,27,f,single,n,achievement
6411,25,f,single,n,achievement
6412,28,f,married,y,affection
6413,34,f,married,y,achievement
6414,25,m,married,y,achievement
6415,35,f,married,y,affection
6423,20,m,single,n,achievement
6424,22,f,single,n,affection
6425,30,f,married,y,achievement
6426,21,f,single,n,achievement
6428,33,f,single,n,affection
6431,31,m,married,y,achievement
6434,25,m,married,n,achievement
6435,29,m,married,y,affection
6437,31,m,married,y,affection
6440,20,m,single,n,achievement
6441,36,f,married,n,achievement
6444,41,f,single,n,affection
6446,47,f,married,n,achievement
6447,22,m,single,n,achievement
6448,23,m,single,n,achievement
6449,36,m,single,n,achievement
6451,25,f,single,n,achievement
6452,34,f,married,n,achievement
6455,23,f,single,n,achievement
6459,35,f,married,n,achievement
6460,23,f,single,n,achievement
6461,30,f,married,y,affection
6462,24,f,married,n,achievement
6463,26,m,married,n,achievement
6464,51,f,single,n,affection
6466,39,f,married,y,achievement
6467,24,f,single,y,affection
6468,35,f,married,y,affection
6469,36,m,married,y,achievement
6470,18,m,married,n,affection
6471,50,f,married,y,achievement
6475,27,f,married,y,affection
6476,42,m,married,y,achievement
6478,25,f,single,n,achievement
6479,33,f,married,n,affection
6480,21,m,single,n,achievement
6481,23,f,single,n,affection
6482,28,f,single,n,affection
6483,41,f,single,n,achievement
6485,21,m,single,n,affection
6487,28,f,single,n,achievement
6488,23,f,single,n,achievement
6489,39,f,married,y,achievement
6490,28,m,single,n,achievement
6491,39,m,married,y,achievement
6493,34,m,married,y,affection
6494,22,f,single,y,affection
6499,30,f,single,n,achievement
6504,44,m,married,y,achievement
6505,26,m,single,n,achievement
6506,24,m,single,n,achievement
6507,29,m,single,n,affection
6508,22,f,single,n,achievement
6509,22,m,single,n,achievement
6510,23,f,single,n,achievement
6512,27,f,single,n,achievement
6514,27,m,married,n,affection
6515,38,m,married,y,achievement
6516,30,f,single,y,achievement
6517,40,f,married,n,achievement
6518,31,m,single,n,achievement
6519,20,m,single,n,affection
6522,25,f,single,n,achievement
6523,42,f,single,y,achievement
6525,42,m,married,y,achievement
6526,24,m,single,n,achievement
6532,27,f,married,y,affection
6533,25,m,single,n,achievement
6535,27,f,married,y,affection
6536,24,m,single,n,achievement
6537,25,f,single,n,achievement
6538,36,f,married,y,affection
6541,26,m,married,n,affection
6542,23,m,single,n,achievement
6543,33,m,married,y,achievement
6544,24,f,single,n,achievement
6545,38,f,single,n,achievement
6548,30,m,single,n,achievement
6549,25,m,single,n,achievement
6551,31,f,single,n,affection
6552,36,f,married,y,affection
6553,37,m,single,n,achievement
6554,29,f,single,n,achievement
6555,21,f,single,n,achievement
6559,29,f,single,n,achievement
6560,23,m,single,n,affection
6561,32,f,married,y,affection
6562,27,m,married,n,achievement
6563,23,m,single,n,achievement
6564,26,m,single,n,achievement
6566,25,f,single,n,achievement
6570,29,m,married,y,affection
6571,38,m,married,y,affection
6572,18,m,single,n,achievement
6573,26,m,single,n,achievement
6575,43,f,single,y,achievement
6581,50,f,single,n,achievement
6582,23,m,single,n,achievement
6583,37,m,married,y,achievement
6584,28,m,single,n,achievement
6585,35,f,married,y,affection
6587,35,m,single,n,achievement
6588,26,f,single,n,achievement
6594,29,f,married,y,achievement
6596,38,m,single,y,achievement
6597,23,m,single,y,achievement
6598,19,m,single,n,achievement
6599,27,m,single,n,achievement
6601,28,f,married,n,achievement
6602,35,f,married,y,affection
6603,20,m,single,n,achievement
6605,32,f,married,y,achievement
6606,30,f,married,y,achievement
6607,29,f,single,n,achievement
6608,25,m,single,n,achievement
6610,38,m,married,y,achievement
6612,25,m,single,n,achievement
6614,22,f,single,n,achievement
6615,33,m,single,y,achievement
6619,28,f,single,n,achievement
6620,36,m,single,n,achievement
6621,35,f,married,y,achievement
6623,50,m,married,y,achievement
6625,30,m,single,n,achievement
6626,35,m,married,y,achievement
6628,30,f,single,n,achievement
6632,37,f,married,y,achievement
6633,29,f,married,y,achievement
6635,32,m,single,n,achievement
6636,18,f,single,n,achievement
6637,26,f,single,n,affection
6640,23,m,single,n,achievement
6643,30,m,married,y,achievement
6644,23,m,single,n,achievement
6645,31,f,single,n,achievement
6648,30,m,single,n,achievement
6650,33,m,married,y,affection
6651,42,m,single,n,achievement
6654,20,m,single,n,achievement
6655,48,f,married,y,affection
6658,29,m,single,n,achievement
6660,24,m,single,n,achievement
6661,24,f,married,n,achievement
6663,27,f,single,n,achievement
6664,34,m,married,y,achievement
6665,26,m,single,n,achievement
6666,27,m,single,n,achievement
6668,37,f,single,n,achievement
6669,20,m,single,n,achievement
6670,29,f,single,y,achievement
6672,41,f,married,y,affection
6673,55,f,married,y,achievement
6675,28,f,single,n,achievement
6677,27,f,single,n,achievement
6678,32,f,married,y,affection
6681,23,m,single,n,achievement
6683,25,m,single,n,achievement
6684,23,f,single,n,achievement
6687,28,f,married,y,affection
6688,20,m,single,n,achievement
6692,39,m,married,n,achievement
6698,28,f,single,n,achievement
6700,26,m,married,n,affection
6702,38,f,married,n,achievement
6703,28,m,married,y,achievement
6704,39,m,single,y,affection
6705,30,f,single,y,affection
6706,26,m,married,n,affection
6707,33,f,married,y,affection
6708,26,m,single,n,achievement
6709,26,f,single,n,achievement
6710,30,f,married,y,achievement
6711,25,m,married,y,achievement
6713,35,f,married,y,achievement
6714,30,f,single,n,affection
6715,27,m,single,n,achievement
6716,32,f,married,y,affection
6717,27,f,single,n,achievement
6718,26,m,single,n,achievement
6724,55,m,single,n,achievement
6725,55,m,single,n,affection
6727,46,f,married,y,affection
6729,34,f,single,y,affection
6730,31,m,married,y,affection
6731,30,m,single,n,achievement
6733,24,m,single,n,achievement
6734,35,f,married,y,affection
6735,30,m,single,n,affection
6736,29,m,married,n,affection
6737,27,f,single,n,achievement
6738,29,f,single,n,affection
6740,44,f,married,y,achievement
6741,31,m,married,n,achievement
6743,25,f,single,n,achievement
6744,24,m,single,n,achievement
6745,34,f,married,y,achievement
6746,37,f,married,y,affection
6747,30,f,single,n,achievement
6748,42,f,married,y,affection
6749,24,f,single,n,affection
6751,39,f,married,y,achievement
6752,51,f,married,y,achievement
6755,27,m,married,n,achievement
6757,23,m,single,n,achievement
6758,29,m,single,n,achievement
6759,34,f,married,y,achievement
6760,28,f,married,y,affection
6761,33,m,married,n,achievement
6763,26,f,married,y,affection
6764,26,m,single,n,achievement
6765,20,f,single,n,achievement
6766,29,f,married,y,achievement
6767,29,f,married,y,achievement
6768,54,f,married,y,affection
6769,25,f,married,n,achievement
6771,32,m,single,n,achievement
6772,39,m,married,y,achievement
6773,32,f,married,n,achievement
6774,31,m,married,n,achievement
6775,43,m,married,y,achievement
6776,26,f,single,n,achievement
6778,26,m,single,n,achievement
6781,34,f,single,y,achievement
6782,23,f,single,y,achievement
6783,20,m,single,n,achievement
6784,21,m,single,n,achievement
6785,23,f,single,n,affection
6786,32,m,married,y,achievement
6790,20,f,single,n,achievement
6793,53,f,married,y,achievement
6794,19,m,single,n,achievement
6795,26,f,married,y,achievement
6797,34,m,single,n,achievement
6799,36,f,married,y,affection
6800,27,m,married,n,achievement
6803,27,m,single,n,achievement
6808,29,m,single,n,achievement
6809,22,m,single,n,achievement
6813,26,m,single,n,achievement
6815,29,m,single,n,achievement
6817,35,m,married,y,affection
6818,42,f,married,y,achievement
6822,32,m,married,n,achievement
6823,26,m,single,n,achievement
6824,29,m,single,n,achievement
6825,26,m,single,n,achievement
6826,39,f,married,y,achievement
6827,25,m,single,n,affection
6828,40,m,married,y,affection
6829,22,f,single,n,achievement
6830,26,f,single,y,achievement
6831,18,f,single,n,achievement
6835,34,m,married,y,affection
6836,27,f,single,n,achievement
6837,24,f,single,n,achievement
6838,23,f,single,n,achievement
6839,30,f,married,y,affection
6841,34,f,single,n,achievement
6842,27,f,married,n,affection
6843,33,f,married,y,affection
6844,25,f,single,n,achievement
6846,34,f,married,y,achievement
6847,19,f,single,n,achievement
6848,34,m,single,n,achievement
6850,26,m,single,n,achievement
6853,36,f,married,y,affection
6854,23,f,single,y,affection
6855,27,f,married,y,affection
6857,32,m,single,n,achievement
6860,17,f,single,n,achievement
6861,32,m,married,y,achievement
6866,27,f,married,y,achievement
6867,46,m,married,y,affection
6868,38,m,married,y,affection
6870,36,m,single,n,achievement
6872,34,f,married,y,achievement
6873,33,f,married,y,affection
6877,24,f,single,n,achievement
6878,40,f,married,y,affection
6881,24,m,single,n,achievement
6882,25,m,single,n,affection
6885,22,f,single,n,achievement
6887,34,m,married,y,achievement
6889,25,f,married,n,achievement
6891,25,f,single,n,achievement
6892,23,m,married,n,achievement
6894,29,f,married,y,affection
6895,34,m,married,y,achievement
6896,30,m,single,y,affection
6898,19,m,single,n,affection
